product_id,product_name,category,subcategory,supplier_id,unit_cost,list_price,margin_rate,demand_score,lifecycle_stage,is_active
PRD-00521,Product 0521,Analytics,Forecasting,SUP-00071,7563.15,9213.37,0.218,51.48,Growth,0
PRD-00522,Product 0522,Security,Compliance,SUP-00055,11071.7,16420.64,0.483,68.15,Intro,1
PRD-00523,Product 0523,Security,Risk Scoring,SUP-00156,9441.84,14793.67,0.567,85.26,Growth,1
PRD-00524,Product 0524,Analytics,Reporting,SUP-00077,5388.2,7392.78,0.372,68.0,Mature,1
PRD-00525,Product 0525,Security,IAM,SUP-00007,7658.85,11648.65,0.521,52.03,Growth,1
PRD-00526,Product 0526,Automation,Scheduling,SUP-00136,10199.19,15913.51,0.56,70.76,Growth,1
PRD-00527,Product 0527,Automation,Integration,SUP-00149,14417.41,18808.54,0.305,63.95,Mature,1
PRD-00528,Product 0528,Operations,Maintenance,SUP-00056,2493.03,3216.49,0.29,70.66,Mature,1
PRD-00529,Product 0529,Finance,Budgeting,SUP-00045,10153.98,14355.98,0.414,53.02,Growth,0
PRD-00530,Product 0530,Analytics,Dashboards,SUP-00113,16896.15,26687.96,0.58,66.12,Growth,0
PRD-00531,Product 0531,Security,Risk Scoring,SUP-00010,7400.75,10994.87,0.486,59.63,Mature,1
PRD-00532,Product 0532,Analytics,Forecasting,SUP-00105,1302.98,1642.76,0.261,53.59,Mature,1
PRD-00533,Product 0533,Analytics,Dashboards,SUP-00028,15303.87,20752.77,0.356,84.27,Growth,0
PRD-00534,Product 0534,Analytics,Data Modeling,SUP-00035,3879.31,5566.85,0.435,53.27,Decline,1
PRD-00535,Product 0535,Operations,Procurement,SUP-00016,12576.62,16897.88,0.344,49.16,Growth,1
PRD-00536,Product 0536,Security,Compliance,SUP-00103,8352.02,10562.59,0.265,41.83,Mature,1
PRD-00537,Product 0537,Automation,Scheduling,SUP-00109,16939.2,26036.91,0.537,60.9,Mature,1
PRD-00538,Product 0538,Security,Compliance,SUP-00075,13946.22,20686.45,0.483,59.41,Mature,1
PRD-00539,Product 0539,Operations,Inventory Control,SUP-00153,14450.3,22047.57,0.526,74.28,Mature,1
PRD-00540,Product 0540,Automation,RPA,SUP-00013,10846.95,13573.15,0.251,41.07,Growth,1
PRD-00541,Product 0541,Security,Risk Scoring,SUP-00159,2574.05,3210.84,0.247,33.36,Decline,1
PRD-00542,Product 0542,Analytics,Dashboards,SUP-00130,3112.97,3804.37,0.222,30.47,Intro,1
PRD-00543,Product 0543,Automation,Integration,SUP-00012,868.73,1275.6,0.468,69.75,Intro,1
PRD-00544,Product 0544,Automation,RPA,SUP-00069,11358.74,17915.04,0.577,79.59,Decline,1
PRD-00545,Product 0545,Analytics,Reporting,SUP-00088,12448.37,19364.57,0.556,78.2,Growth,1
PRD-00546,Product 0546,Finance,Budgeting,SUP-00098,3766.16,4873.54,0.294,53.47,Mature,1
PRD-00547,Product 0547,Finance,Budgeting,SUP-00070,15473.2,20549.59,0.328,64.21,Mature,1
PRD-00548,Product 0548,Security,Threat Detection,SUP-00049,6411.36,8919.44,0.391,23.8,Mature,1
PRD-00549,Product 0549,Automation,Integration,SUP-00045,4003.64,4758.48,0.189,89.5,Growth,1
PRD-00550,Product 0550,Analytics,Dashboards,SUP-00096,13533.73,19974.99,0.476,81.67,Growth,1
PRD-00551,Product 0551,Finance,Expense Control,SUP-00087,11306.35,14423.61,0.276,77.37,Mature,1
PRD-00552,Product 0552,Security,Risk Scoring,SUP-00062,3654.08,5620.97,0.538,46.74,Intro,1
PRD-00553,Product 0553,Security,Threat Detection,SUP-00040,15000.18,21106.04,0.407,55.82,Mature,1
PRD-00554,Product 0554,Security,Compliance,SUP-00082,1955.44,2440.86,0.248,58.77,Growth,0
PRD-00555,Product 0555,Operations,Procurement,SUP-00039,3482.21,5257.48,0.51,90.91,Intro,1
PRD-00556,Product 0556,Security,IAM,SUP-00068,13832.09,21242.08,0.536,79.0,Growth,1
PRD-00557,Product 0557,Security,Compliance,SUP-00153,9766.12,15198.88,0.556,58.82,Growth,1
PRD-00558,Product 0558,Operations,Inventory Control,SUP-00119,7835.21,9610.44,0.227,71.94,Mature,1
PRD-00559,Product 0559,Finance,Planning,SUP-00120,2799.5,3882.55,0.387,46.5,Growth,1
PRD-00560,Product 0560,Operations,Procurement,SUP-00009,1680.11,2020.79,0.203,38.46,Mature,1
PRD-00561,Product 0561,Automation,Integration,SUP-00123,7871.86,12608.24,0.602,60.83,Mature,1
PRD-00562,Product 0562,Analytics,Dashboards,SUP-00101,17711.06,24538.64,0.385,42.66,Decline,1
PRD-00563,Product 0563,Automation,RPA,SUP-00082,11230.26,17022.93,0.516,33.24,Growth,1
PRD-00564,Product 0564,Finance,Budgeting,SUP-00044,5773.35,7447.7,0.29,62.57,Mature,1
PRD-00565,Product 0565,Finance,Revenue Ops,SUP-00069,17984.44,22884.57,0.272,57.5,Growth,1
PRD-00566,Product 0566,Security,Compliance,SUP-00059,17959.11,24997.28,0.392,44.85,Decline,1
PRD-00567,Product 0567,Analytics,Data Modeling,SUP-00062,6129.8,8873.04,0.448,55.2,Decline,1
PRD-00568,Product 0568,Operations,Logistics,SUP-00130,3974.3,5166.4,0.3,68.44,Mature,1
PRD-00569,Product 0569,Operations,Inventory Control,SUP-00022,3554.72,4739.46,0.333,58.16,Growth,1
PRD-00570,Product 0570,Analytics,Data Modeling,SUP-00102,10611.92,14461.31,0.363,64.38,Growth,1
PRD-00571,Product 0571,Finance,Revenue Ops,SUP-00156,5706.16,6758.49,0.184,59.11,Mature,1
PRD-00572,Product 0572,Finance,Planning,SUP-00029,14052.45,18067.47,0.286,91.41,Mature,1
PRD-00573,Product 0573,Finance,Revenue Ops,SUP-00109,6426.84,9770.32,0.52,84.6,Growth,1
PRD-00574,Product 0574,Security,Risk Scoring,SUP-00018,10991.75,16902.19,0.538,63.98,Growth,1
PRD-00575,Product 0575,Finance,Revenue Ops,SUP-00082,4535.68,6821.71,0.504,48.07,Intro,1
PRD-00576,Product 0576,Analytics,Dashboards,SUP-00053,8695.99,10794.89,0.241,52.47,Mature,1
PRD-00577,Product 0577,Analytics,Reporting,SUP-00101,11871.09,14748.9,0.242,40.05,Mature,1
PRD-00578,Product 0578,Analytics,Forecasting,SUP-00121,17831.82,23478.86,0.317,48.44,Decline,1
PRD-00579,Product 0579,Security,Threat Detection,SUP-00160,5527.35,7042.94,0.274,73.36,Mature,1
PRD-00580,Product 0580,Security,Compliance,SUP-00016,13608.06,16192.97,0.19,51.91,Decline,1
PRD-00581,Product 0581,Operations,Inventory Control,SUP-00041,10927.69,13959.24,0.277,59.03,Growth,1
PRD-00582,Product 0582,Automation,Integration,SUP-00113,13608.13,18963.56,0.394,82.08,Mature,1
PRD-00583,Product 0583,Automation,Scheduling,SUP-00141,11056.75,16004.56,0.447,71.4,Mature,1
PRD-00584,Product 0584,Automation,RPA,SUP-00062,2013.0,2454.69,0.219,63.17,Mature,1
PRD-00585,Product 0585,Operations,Maintenance,SUP-00017,4339.01,5837.18,0.345,60.06,Mature,1
PRD-00586,Product 0586,Automation,Workflow,SUP-00015,12850.13,17292.85,0.346,58.63,Growth,1
PRD-00587,Product 0587,Finance,Planning,SUP-00001,13378.89,16570.2,0.239,77.83,Growth,1
PRD-00588,Product 0588,Automation,Workflow,SUP-00013,11359.66,18141.94,0.597,67.06,Mature,1
PRD-00589,Product 0589,Operations,Inventory Control,SUP-00146,3619.73,5853.92,0.617,57.64,Growth,1
PRD-00590,Product 0590,Automation,RPA,SUP-00160,2002.89,2463.17,0.23,40.35,Decline,1
PRD-00591,Product 0591,Security,Risk Scoring,SUP-00014,13272.47,17256.98,0.3,70.21,Mature,1
PRD-00592,Product 0592,Security,IAM,SUP-00160,11500.34,13629.33,0.185,67.82,Mature,1
PRD-00593,Product 0593,Operations,Procurement,SUP-00110,10085.07,15403.45,0.527,35.1,Mature,1
PRD-00594,Product 0594,Finance,Budgeting,SUP-00088,414.45,565.47,0.364,59.37,Mature,1
PRD-00595,Product 0595,Automation,Integration,SUP-00077,11176.83,18016.14,0.612,67.69,Mature,1
PRD-00596,Product 0596,Operations,Maintenance,SUP-00041,14037.48,19623.84,0.398,57.56,Mature,1
PRD-00597,Product 0597,Operations,Inventory Control,SUP-00066,8398.7,10162.97,0.21,92.84,Growth,1
PRD-00598,Product 0598,Operations,Inventory Control,SUP-00156,989.23,1524.45,0.541,87.96,Growth,0
PRD-00599,Product 0599,Security,IAM,SUP-00159,5271.2,8037.62,0.525,40.55,Decline,1
PRD-00600,Product 0600,Automation,Workflow,SUP-00105,3196.51,4055.03,0.269,57.78,Intro,1
PRD-00601,Product 0601,Operations,Procurement,SUP-00052,11160.83,14061.95,0.26,78.47,Intro,1
PRD-00602,Product 0602,Automation,RPA,SUP-00057,2258.43,3592.46,0.591,60.58,Decline,1
PRD-00603,Product 0603,Security,Threat Detection,SUP-00015,809.06,1309.06,0.618,74.53,Growth,1
PRD-00604,Product 0604,Analytics,Forecasting,SUP-00041,14741.24,22040.62,0.495,50.99,Mature,1
PRD-00605,Product 0605,Security,IAM,SUP-00040,16600.2,20836.81,0.255,35.31,Growth,1
PRD-00606,Product 0606,Operations,Procurement,SUP-00155,15202.76,19262.21,0.267,73.78,Growth,1
PRD-00607,Product 0607,Analytics,Reporting,SUP-00155,10537.23,15522.97,0.473,56.35,Mature,1
PRD-00608,Product 0608,Automation,Scheduling,SUP-00099,6467.17,7875.06,0.218,99.0,Mature,0
PRD-00609,Product 0609,Operations,Inventory Control,SUP-00150,1514.87,1920.36,0.268,77.98,Decline,1
PRD-00610,Product 0610,Security,Compliance,SUP-00092,7072.73,8372.74,0.184,43.98,Mature,1
PRD-00611,Product 0611,Finance,Revenue Ops,SUP-00047,3365.24,4772.05,0.418,73.45,Mature,1
PRD-00612,Product 0612,Finance,Revenue Ops,SUP-00084,14560.23,21129.53,0.451,60.8,Mature,1
PRD-00613,Product 0613,Automation,Integration,SUP-00088,15018.41,24124.84,0.606,70.94,Mature,1
PRD-00614,Product 0614,Finance,Expense Control,SUP-00048,8494.15,10381.0,0.222,49.7,Growth,1
PRD-00615,Product 0615,Operations,Inventory Control,SUP-00095,5584.87,8842.04,0.583,67.31,Growth,1
PRD-00616,Product 0616,Automation,Integration,SUP-00143,12608.77,16570.9,0.314,80.01,Growth,1
PRD-00617,Product 0617,Operations,Inventory Control,SUP-00157,11322.72,17752.04,0.568,75.98,Mature,1
PRD-00618,Product 0618,Analytics,Reporting,SUP-00150,10487.83,15503.82,0.478,80.61,Decline,1
PRD-00619,Product 0619,Operations,Procurement,SUP-00100,16665.06,22085.14,0.325,99.0,Mature,0
PRD-00620,Product 0620,Finance,Revenue Ops,SUP-00100,5090.23,7987.26,0.569,54.06,Mature,1
PRD-00621,Product 0621,Finance,Planning,SUP-00136,6008.12,8665.38,0.442,92.69,Growth,1
PRD-00622,Product 0622,Analytics,Dashboards,SUP-00050,1052.75,1545.11,0.468,67.03,Mature,1
PRD-00623,Product 0623,Finance,Expense Control,SUP-00024,4013.93,6311.14,0.572,55.42,Mature,1
PRD-00624,Product 0624,Automation,Integration,SUP-00003,8491.96,11718.26,0.38,61.88,Mature,1
PRD-00625,Product 0625,Finance,Revenue Ops,SUP-00079,14782.96,18176.29,0.23,77.35,Growth,1
PRD-00626,Product 0626,Security,Compliance,SUP-00024,3463.95,4210.61,0.216,55.74,Growth,1
PRD-00627,Product 0627,Security,Compliance,SUP-00123,9450.73,12495.92,0.322,28.68,Mature,1
PRD-00628,Product 0628,Security,IAM,SUP-00034,5612.2,8739.95,0.557,76.28,Growth,0
PRD-00629,Product 0629,Analytics,Reporting,SUP-00007,14154.75,22619.31,0.598,65.87,Mature,0
PRD-00630,Product 0630,Operations,Inventory Control,SUP-00062,11511.98,16439.32,0.428,53.18,Growth,1
PRD-00631,Product 0631,Security,IAM,SUP-00070,1058.58,1514.79,0.431,40.56,Intro,0
PRD-00632,Product 0632,Automation,Scheduling,SUP-00087,2992.56,3856.75,0.289,68.92,Growth,0
PRD-00633,Product 0633,Security,IAM,SUP-00152,13765.96,21591.99,0.569,83.95,Growth,1
PRD-00634,Product 0634,Automation,RPA,SUP-00081,12235.79,16541.23,0.352,46.76,Intro,0
PRD-00635,Product 0635,Analytics,Dashboards,SUP-00125,2158.95,3005.77,0.392,66.79,Growth,1
PRD-00636,Product 0636,Operations,Procurement,SUP-00119,5486.48,8791.67,0.602,99.0,Mature,1
PRD-00637,Product 0637,Finance,Planning,SUP-00023,4950.69,7577.22,0.531,78.13,Mature,1
PRD-00638,Product 0638,Finance,Expense Control,SUP-00038,8524.94,12924.69,0.516,62.08,Mature,1
PRD-00639,Product 0639,Finance,Budgeting,SUP-00079,540.0,744.43,0.379,60.37,Mature,1
PRD-00640,Product 0640,Analytics,Dashboards,SUP-00050,9579.37,11912.51,0.244,54.05,Growth,1
PRD-00641,Product 0641,Operations,Procurement,SUP-00074,3057.53,4077.09,0.333,63.4,Growth,1
PRD-00642,Product 0642,Analytics,Dashboards,SUP-00033,13240.56,18146.24,0.371,55.12,Growth,1
PRD-00643,Product 0643,Security,IAM,SUP-00020,9898.68,15154.05,0.531,57.62,Growth,1
PRD-00644,Product 0644,Finance,Expense Control,SUP-00064,14186.62,21541.88,0.518,60.21,Growth,1
PRD-00645,Product 0645,Automation,Scheduling,SUP-00050,11366.48,18014.69,0.585,34.91,Decline,1
PRD-00646,Product 0646,Security,IAM,SUP-00093,16376.03,19841.67,0.212,59.83,Intro,1
PRD-00647,Product 0647,Finance,Budgeting,SUP-00029,17190.62,23623.67,0.374,99.0,Growth,1
PRD-00648,Product 0648,Operations,Logistics,SUP-00101,11234.91,17362.02,0.545,39.05,Decline,1
PRD-00649,Product 0649,Security,Compliance,SUP-00159,11321.0,15687.57,0.386,88.79,Mature,0
PRD-00650,Product 0650,Finance,Planning,SUP-00071,6445.27,8262.17,0.282,80.66,Decline,1
PRD-00651,Product 0651,Automation,Scheduling,SUP-00081,16815.47,25745.16,0.531,73.86,Growth,1
PRD-00652,Product 0652,Security,Compliance,SUP-00013,14679.21,17647.91,0.202,53.92,Mature,1
PRD-00653,Product 0653,Finance,Revenue Ops,SUP-00025,4543.83,6085.33,0.339,78.7,Mature,1
PRD-00654,Product 0654,Operations,Procurement,SUP-00005,4801.91,7116.69,0.482,94.39,Decline,1
PRD-00655,Product 0655,Finance,Revenue Ops,SUP-00075,13372.1,16722.13,0.251,81.75,Growth,1
PRD-00656,Product 0656,Automation,RPA,SUP-00080,6368.22,9865.0,0.549,67.7,Mature,1
PRD-00657,Product 0657,Automation,Integration,SUP-00015,14819.81,20078.06,0.355,63.84,Growth,1
PRD-00658,Product 0658,Security,IAM,SUP-00068,16506.63,22245.09,0.348,52.68,Mature,1
PRD-00659,Product 0659,Security,IAM,SUP-00135,2144.53,3426.13,0.598,65.39,Intro,0
PRD-00660,Product 0660,Security,IAM,SUP-00139,9411.0,11712.86,0.245,72.89,Growth,1
PRD-00661,Product 0661,Security,Threat Detection,SUP-00103,15990.17,21938.52,0.372,64.39,Intro,1
PRD-00662,Product 0662,Automation,Workflow,SUP-00122,9962.02,13995.95,0.405,62.39,Growth,1
PRD-00663,Product 0663,Finance,Planning,SUP-00084,2683.17,3280.46,0.223,62.62,Mature,1
PRD-00664,Product 0664,Finance,Planning,SUP-00052,14259.62,18806.65,0.319,94.92,Growth,1
PRD-00665,Product 0665,Security,Compliance,SUP-00117,3755.44,5311.24,0.414,66.75,Mature,1
PRD-00666,Product 0666,Analytics,Dashboards,SUP-00136,8955.0,14200.48,0.586,67.38,Intro,1
PRD-00667,Product 0667,Security,Threat Detection,SUP-00050,17422.02,24160.5,0.387,22.99,Mature,1
PRD-00668,Product 0668,Automation,Scheduling,SUP-00065,16021.14,22843.0,0.426,80.19,Intro,1
PRD-00669,Product 0669,Security,IAM,SUP-00066,11000.94,16249.34,0.477,73.74,Growth,1
PRD-00670,Product 0670,Automation,Scheduling,SUP-00115,2888.12,3593.18,0.244,72.94,Mature,0
PRD-00671,Product 0671,Finance,Budgeting,SUP-00015,6996.57,8708.86,0.245,74.09,Intro,1
PRD-00672,Product 0672,Operations,Logistics,SUP-00120,4325.07,6013.85,0.39,47.62,Growth,1
PRD-00673,Product 0673,Analytics,Reporting,SUP-00039,12194.03,17738.17,0.455,58.82,Decline,1
PRD-00674,Product 0674,Automation,Integration,SUP-00074,13719.33,18105.01,0.32,93.71,Growth,1
PRD-00675,Product 0675,Operations,Logistics,SUP-00006,11263.2,13693.49,0.216,39.94,Decline,1
PRD-00676,Product 0676,Analytics,Forecasting,SUP-00130,10976.55,16600.8,0.512,40.97,Growth,1
PRD-00677,Product 0677,Analytics,Data Modeling,SUP-00017,5685.45,8458.44,0.488,38.78,Growth,1
PRD-00678,Product 0678,Security,IAM,SUP-00038,8186.65,12932.18,0.58,60.62,Mature,1
PRD-00679,Product 0679,Automation,RPA,SUP-00105,17685.26,27029.05,0.528,90.86,Intro,1
PRD-00680,Product 0680,Analytics,Forecasting,SUP-00054,16369.87,24650.97,0.506,68.48,Mature,1
PRD-00681,Product 0681,Operations,Logistics,SUP-00037,12852.79,18123.27,0.41,82.23,Decline,1
PRD-00682,Product 0682,Operations,Procurement,SUP-00089,15622.95,24882.4,0.593,29.77,Growth,1
PRD-00683,Product 0683,Operations,Maintenance,SUP-00002,12766.51,18930.37,0.483,49.45,Mature,1
PRD-00684,Product 0684,Analytics,Reporting,SUP-00059,11528.94,14170.36,0.229,52.16,Growth,1
PRD-00685,Product 0685,Finance,Revenue Ops,SUP-00032,13644.22,20768.24,0.522,90.98,Mature,1
PRD-00686,Product 0686,Analytics,Forecasting,SUP-00089,4503.33,5759.7,0.279,66.19,Mature,1
PRD-00687,Product 0687,Security,Risk Scoring,SUP-00050,17356.31,26647.69,0.535,62.91,Mature,1
PRD-00688,Product 0688,Finance,Revenue Ops,SUP-00107,7857.91,12695.79,0.616,67.07,Intro,0
PRD-00689,Product 0689,Finance,Expense Control,SUP-00023,865.09,1070.34,0.237,59.72,Mature,1
PRD-00690,Product 0690,Finance,Revenue Ops,SUP-00013,3436.06,4176.16,0.215,97.57,Mature,1
PRD-00691,Product 0691,Security,Risk Scoring,SUP-00035,11944.13,18197.2,0.524,96.9,Growth,1
PRD-00692,Product 0692,Security,Threat Detection,SUP-00139,11990.7,18361.66,0.531,82.81,Growth,1
PRD-00693,Product 0693,Automation,RPA,SUP-00157,9790.87,14456.88,0.477,80.89,Growth,1
PRD-00694,Product 0694,Finance,Planning,SUP-00011,9075.26,12567.74,0.385,55.08,Growth,1
PRD-00695,Product 0695,Security,Risk Scoring,SUP-00004,11436.34,17811.98,0.557,71.73,Growth,1
PRD-00696,Product 0696,Operations,Logistics,SUP-00026,13007.45,19140.91,0.472,29.71,Growth,1
PRD-00697,Product 0697,Analytics,Dashboards,SUP-00091,3693.33,5762.48,0.56,56.46,Growth,1
PRD-00698,Product 0698,Automation,RPA,SUP-00149,3759.87,4990.15,0.327,37.36,Intro,1
PRD-00699,Product 0699,Security,Risk Scoring,SUP-00126,724.1,963.15,0.33,72.28,Mature,1
PRD-00700,Product 0700,Finance,Budgeting,SUP-00040,10900.89,15789.93,0.448,62.04,Intro,0
PRD-00701,Product 0701,Security,Compliance,SUP-00158,6764.61,10028.66,0.483,76.81,Growth,1
PRD-00702,Product 0702,Analytics,Forecasting,SUP-00044,16862.48,20890.14,0.239,74.9,Mature,1
PRD-00703,Product 0703,Automation,RPA,SUP-00058,6084.51,7604.92,0.25,82.89,Mature,0
PRD-00704,Product 0704,Security,IAM,SUP-00131,10200.8,15775.28,0.546,50.75,Intro,1
PRD-00705,Product 0705,Security,Compliance,SUP-00049,6276.43,8992.14,0.433,33.22,Decline,1
PRD-00706,Product 0706,Automation,Scheduling,SUP-00119,6460.28,8274.12,0.281,96.78,Intro,1
PRD-00707,Product 0707,Operations,Inventory Control,SUP-00068,6579.36,8728.62,0.327,54.53,Mature,1
PRD-00708,Product 0708,Operations,Logistics,SUP-00134,11014.06,16958.54,0.54,63.0,Mature,1
PRD-00709,Product 0709,Security,Compliance,SUP-00101,6645.28,8460.81,0.273,82.0,Growth,1
PRD-00710,Product 0710,Finance,Budgeting,SUP-00149,2725.43,3941.51,0.446,58.8,Decline,1
PRD-00711,Product 0711,Automation,Scheduling,SUP-00071,3032.96,4257.53,0.404,44.34,Mature,1
PRD-00712,Product 0712,Automation,Integration,SUP-00060,9525.37,15244.19,0.6,99.0,Growth,1
PRD-00713,Product 0713,Finance,Planning,SUP-00053,7854.34,11902.0,0.515,54.45,Intro,0
PRD-00714,Product 0714,Analytics,Reporting,SUP-00088,15722.24,23509.07,0.495,95.21,Mature,1
PRD-00715,Product 0715,Finance,Expense Control,SUP-00146,828.05,1251.43,0.511,70.09,Decline,1
PRD-00716,Product 0716,Analytics,Reporting,SUP-00026,4822.25,7700.11,0.597,80.97,Mature,1
PRD-00717,Product 0717,Automation,Integration,SUP-00066,12479.86,16133.44,0.293,80.65,Growth,1
PRD-00718,Product 0718,Analytics,Forecasting,SUP-00040,12340.77,14749.68,0.195,56.89,Mature,1
PRD-00719,Product 0719,Security,Risk Scoring,SUP-00030,1447.68,1892.92,0.308,74.11,Intro,1
PRD-00720,Product 0720,Automation,Scheduling,SUP-00109,4499.78,7115.8,0.581,97.47,Growth,1
PRD-00721,Product 0721,Automation,Scheduling,SUP-00160,4160.93,6189.76,0.488,86.38,Decline,0
PRD-00722,Product 0722,Analytics,Data Modeling,SUP-00159,17272.85,21566.61,0.249,83.6,Growth,1
PRD-00723,Product 0723,Finance,Budgeting,SUP-00091,16581.37,22044.56,0.329,75.66,Mature,1
PRD-00724,Product 0724,Operations,Inventory Control,SUP-00001,17676.29,25532.6,0.444,62.27,Intro,1
PRD-00725,Product 0725,Operations,Procurement,SUP-00137,2699.31,3378.75,0.252,49.43,Mature,1
PRD-00726,Product 0726,Analytics,Reporting,SUP-00113,12540.03,18101.05,0.443,91.1,Growth,1
PRD-00727,Product 0727,Operations,Inventory Control,SUP-00052,9443.83,11451.43,0.213,54.33,Growth,1
PRD-00728,Product 0728,Operations,Logistics,SUP-00141,13543.29,20312.38,0.5,55.71,Mature,1
PRD-00729,Product 0729,Analytics,Reporting,SUP-00038,3866.56,5073.69,0.312,64.31,Mature,1
PRD-00730,Product 0730,Finance,Revenue Ops,SUP-00096,608.41,832.33,0.368,39.11,Mature,1
PRD-00731,Product 0731,Analytics,Dashboards,SUP-00031,2104.98,2496.85,0.186,57.68,Growth,1
PRD-00732,Product 0732,Finance,Budgeting,SUP-00081,9136.47,13372.65,0.464,51.18,Mature,1
PRD-00733,Product 0733,Finance,Planning,SUP-00121,17633.96,26130.34,0.482,39.6,Growth,1
PRD-00734,Product 0734,Automation,RPA,SUP-00116,702.73,1099.39,0.564,42.67,Growth,1
PRD-00735,Product 0735,Security,Risk Scoring,SUP-00155,10602.08,15904.53,0.5,63.42,Mature,1
PRD-00736,Product 0736,Analytics,Data Modeling,SUP-00121,3615.9,5342.92,0.478,81.27,Growth,1
PRD-00737,Product 0737,Analytics,Data Modeling,SUP-00151,1371.93,1872.94,0.365,62.31,Growth,1
PRD-00738,Product 0738,Security,Compliance,SUP-00142,11259.27,13645.59,0.212,45.25,Growth,0
PRD-00739,Product 0739,Security,Compliance,SUP-00114,6794.5,9944.55,0.464,52.64,Mature,1
PRD-00740,Product 0740,Analytics,Data Modeling,SUP-00057,13397.03,15938.33,0.19,69.66,Mature,1
PRD-00741,Product 0741,Operations,Inventory Control,SUP-00116,6683.18,9821.18,0.47,83.34,Decline,1
PRD-00742,Product 0742,Finance,Planning,SUP-00007,1868.99,2266.93,0.213,80.15,Decline,1
PRD-00743,Product 0743,Automation,Workflow,SUP-00043,13209.35,15932.47,0.206,67.94,Mature,1
PRD-00744,Product 0744,Operations,Logistics,SUP-00076,11781.6,16842.48,0.43,89.62,Growth,1
PRD-00745,Product 0745,Security,IAM,SUP-00061,16266.32,25780.06,0.585,54.85,Mature,1
PRD-00746,Product 0746,Security,Risk Scoring,SUP-00046,12560.35,18818.24,0.498,43.87,Growth,1
PRD-00747,Product 0747,Automation,Workflow,SUP-00011,304.9,453.74,0.488,59.0,Mature,1
PRD-00748,Product 0748,Finance,Planning,SUP-00146,14934.27,22843.68,0.53,85.3,Decline,0
PRD-00749,Product 0749,Security,Risk Scoring,SUP-00091,9988.96,13811.44,0.383,75.76,Mature,1
PRD-00750,Product 0750,Finance,Planning,SUP-00071,280.28,420.72,0.501,82.4,Mature,1
PRD-00751,Product 0751,Finance,Revenue Ops,SUP-00154,14457.16,20101.42,0.39,62.36,Mature,1
PRD-00752,Product 0752,Analytics,Forecasting,SUP-00122,13887.04,22189.74,0.598,66.36,Mature,1
PRD-00753,Product 0753,Security,Risk Scoring,SUP-00107,17993.67,26872.2,0.493,60.31,Intro,1
PRD-00754,Product 0754,Analytics,Data Modeling,SUP-00066,8727.67,11457.95,0.313,49.31,Growth,1
PRD-00755,Product 0755,Finance,Revenue Ops,SUP-00070,14034.41,18815.59,0.341,64.57,Decline,1
PRD-00756,Product 0756,Automation,RPA,SUP-00067,12859.43,18791.91,0.461,60.2,Decline,1
PRD-00757,Product 0757,Analytics,Dashboards,SUP-00049,8949.14,12430.28,0.389,55.78,Mature,1
PRD-00758,Product 0758,Automation,Integration,SUP-00151,3192.31,3985.67,0.249,74.3,Growth,1
PRD-00759,Product 0759,Operations,Procurement,SUP-00080,8035.56,11721.51,0.459,66.19,Mature,1
PRD-00760,Product 0760,Analytics,Dashboards,SUP-00077,2877.59,4178.89,0.452,86.99,Decline,1
PRD-00761,Product 0761,Security,IAM,SUP-00056,5535.45,6572.54,0.187,49.29,Growth,1
PRD-00762,Product 0762,Finance,Budgeting,SUP-00062,15716.39,21185.99,0.348,57.1,Mature,1
PRD-00763,Product 0763,Automation,Workflow,SUP-00148,4618.72,6938.85,0.502,33.92,Decline,1
PRD-00764,Product 0764,Analytics,Forecasting,SUP-00127,14889.94,18754.42,0.26,47.16,Growth,1
PRD-00765,Product 0765,Security,IAM,SUP-00114,654.91,1018.38,0.555,74.71,Intro,1
PRD-00766,Product 0766,Operations,Maintenance,SUP-00106,8831.59,12626.77,0.43,77.85,Mature,1
PRD-00767,Product 0767,Automation,Integration,SUP-00042,13353.47,18147.85,0.359,75.8,Mature,1
PRD-00768,Product 0768,Operations,Procurement,SUP-00022,15589.31,25164.61,0.614,86.09,Mature,1
PRD-00769,Product 0769,Finance,Planning,SUP-00070,525.88,768.13,0.461,73.27,Mature,1
PRD-00770,Product 0770,Operations,Procurement,SUP-00103,14349.33,22777.41,0.587,65.14,Growth,1
PRD-00771,Product 0771,Operations,Logistics,SUP-00003,16051.51,25997.06,0.62,75.45,Decline,1
PRD-00772,Product 0772,Automation,Scheduling,SUP-00001,2826.42,3906.16,0.382,51.21,Mature,1
PRD-00773,Product 0773,Automation,Workflow,SUP-00004,1013.13,1356.73,0.339,36.21,Mature,1
PRD-00774,Product 0774,Finance,Expense Control,SUP-00004,3736.27,5836.07,0.562,57.47,Mature,1
PRD-00775,Product 0775,Security,Compliance,SUP-00072,4320.64,5117.93,0.185,59.5,Mature,1
PRD-00776,Product 0776,Analytics,Forecasting,SUP-00081,3486.06,4822.97,0.384,66.07,Mature,1
PRD-00777,Product 0777,Analytics,Data Modeling,SUP-00070,10663.36,15604.58,0.463,50.61,Intro,1
PRD-00778,Product 0778,Finance,Planning,SUP-00016,4610.78,7084.87,0.537,53.96,Growth,1
PRD-00779,Product 0779,Analytics,Data Modeling,SUP-00002,13004.24,19265.18,0.481,77.6,Mature,1
PRD-00780,Product 0780,Finance,Expense Control,SUP-00100,9307.62,11065.39,0.189,43.5,Growth,1
