campaign_id,campaign_name,channel,target_segment,start_date,end_date,budget,leads_generated,conversion_rate,attributed_revenue
MKT-01277,Campaign 1277,Content,Mid-Market,2024-04-04 00:00:00+00:00,2024-04-18 00:00:00+00:00,261528,2999,0.0792,1909340.53
MKT-01278,Campaign 1278,Social,Mid-Market,2025-06-10 00:00:00+00:00,2025-07-02 00:00:00+00:00,24951,594,0.0342,212404.1
MKT-01279,Campaign 1279,Email,Enterprise,2026-02-12 00:00:00+00:00,2026-03-12 00:00:00+00:00,712222,12636,0.0243,6091855.36
MKT-01280,Campaign 1280,Content,Mid-Market,2023-08-29 00:00:00+00:00,2023-10-20 00:00:00+00:00,259370,5765,0.0756,2024860.3
MKT-01281,Campaign 1281,Partner,Mid-Market,2023-08-08 00:00:00+00:00,2023-09-23 00:00:00+00:00,889766,10206,0.046,7441177.36
MKT-01282,Campaign 1282,Events,Mid-Market,2024-11-06 00:00:00+00:00,2024-12-27 00:00:00+00:00,767988,13437,0.0614,3484576.5
MKT-01283,Campaign 1283,Events,Mid-Market,2024-03-20 00:00:00+00:00,2024-06-02 00:00:00+00:00,150020,1659,0.0166,503511.96
MKT-01284,Campaign 1284,Content,Mid-Market,2024-08-23 00:00:00+00:00,2024-10-07 00:00:00+00:00,541092,5721,0.004,2280523.57
MKT-01285,Campaign 1285,Email,Enterprise,2024-07-24 00:00:00+00:00,2024-10-23 00:00:00+00:00,429632,5522,0.0287,2834069.19
MKT-01286,Campaign 1286,Social,Enterprise,2025-07-13 00:00:00+00:00,2025-07-27 00:00:00+00:00,606442,17240,0.0397,3730380.93
MKT-01287,Campaign 1287,Partner,SMB,2023-02-19 00:00:00+00:00,2023-03-19 00:00:00+00:00,552311,14623,0.0341,4752841.89
MKT-01288,Campaign 1288,Search,Mid-Market,2024-11-30 00:00:00+00:00,2025-01-02 00:00:00+00:00,134060,1710,0.0341,506264.05
MKT-01289,Campaign 1289,Search,Enterprise,2026-02-10 00:00:00+00:00,2026-03-04 00:00:00+00:00,588123,10910,0.0125,2591111.54
MKT-01290,Campaign 1290,Content,Enterprise,2024-08-15 00:00:00+00:00,2024-09-10 00:00:00+00:00,433587,5529,0.046,1428008.7
MKT-01291,Campaign 1291,Content,Mid-Market,2023-07-12 00:00:00+00:00,2023-08-02 00:00:00+00:00,300624,3459,0.0382,1377307.13
MKT-01292,Campaign 1292,Events,Mid-Market,2025-11-07 00:00:00+00:00,2025-12-03 00:00:00+00:00,437437,5682,0.0072,2384989.03
MKT-01293,Campaign 1293,Social,Mid-Market,2023-06-29 00:00:00+00:00,2023-08-13 00:00:00+00:00,857011,10275,0.0375,4516147.34
MKT-01294,Campaign 1294,Partner,Enterprise,2025-10-10 00:00:00+00:00,2025-11-02 00:00:00+00:00,901452,7390,0.0403,3126159.85
MKT-01295,Campaign 1295,Content,Mid-Market,2024-11-22 00:00:00+00:00,2025-01-12 00:00:00+00:00,313196,3407,0.0593,2017400.73
MKT-01296,Campaign 1296,Search,Enterprise,2025-10-11 00:00:00+00:00,2025-12-28 00:00:00+00:00,716321,13593,0.0338,3403742.6
MKT-01297,Campaign 1297,Social,Mid-Market,2023-04-08 00:00:00+00:00,2023-05-30 00:00:00+00:00,725734,14635,0.0579,2555791.36
MKT-01298,Campaign 1298,Social,Enterprise,2023-09-30 00:00:00+00:00,2023-10-21 00:00:00+00:00,138987,1152,0.0561,755617.14
MKT-01299,Campaign 1299,Social,Mid-Market,2025-08-07 00:00:00+00:00,2025-09-30 00:00:00+00:00,475733,3860,0.0292,3995754.18
MKT-01300,Campaign 1300,Search,Mid-Market,2025-04-06 00:00:00+00:00,2025-05-15 00:00:00+00:00,432059,5666,0.0531,3595841.25
MKT-01301,Campaign 1301,Search,Mid-Market,2025-01-02 00:00:00+00:00,2025-03-22 00:00:00+00:00,448361,3984,0.0606,1947903.07
MKT-01302,Campaign 1302,Social,Enterprise,2025-01-06 00:00:00+00:00,2025-03-06 00:00:00+00:00,713833,7729,0.0598,3018308.15
MKT-01303,Campaign 1303,Social,Mid-Market,2026-01-11 00:00:00+00:00,2026-02-13 00:00:00+00:00,884169,22686,0.0479,6085167.29
MKT-01304,Campaign 1304,Partner,Mid-Market,2025-09-03 00:00:00+00:00,2025-09-20 00:00:00+00:00,725842,6940,0.0406,5947032.17
MKT-01305,Campaign 1305,Partner,SMB,2023-09-22 00:00:00+00:00,2023-11-08 00:00:00+00:00,93375,1368,0.0204,579518.86
MKT-01306,Campaign 1306,Partner,Enterprise,2024-12-27 00:00:00+00:00,2025-02-19 00:00:00+00:00,428382,4925,0.0612,2782460.65
MKT-01307,Campaign 1307,Content,SMB,2025-01-23 00:00:00+00:00,2025-02-11 00:00:00+00:00,880764,7650,0.0188,5791555.65
MKT-01308,Campaign 1308,Content,SMB,2023-08-09 00:00:00+00:00,2023-09-28 00:00:00+00:00,760999,9234,0.0395,5225449.87
MKT-01309,Campaign 1309,Partner,Mid-Market,2023-11-09 00:00:00+00:00,2024-01-20 00:00:00+00:00,826040,9418,0.0595,6844259.5
MKT-01310,Campaign 1310,Email,Mid-Market,2023-11-27 00:00:00+00:00,2024-02-15 00:00:00+00:00,446826,4149,0.0262,3050716.37
MKT-01311,Campaign 1311,Social,SMB,2025-04-09 00:00:00+00:00,2025-06-18 00:00:00+00:00,741207,6891,0.042,2888658.39
MKT-01312,Campaign 1312,Social,SMB,2024-07-11 00:00:00+00:00,2024-08-03 00:00:00+00:00,48158,525,0.0169,402272.48
MKT-01313,Campaign 1313,Partner,Enterprise,2024-08-03 00:00:00+00:00,2024-09-07 00:00:00+00:00,419794,10933,0.0363,2306853.02
MKT-01314,Campaign 1314,Content,Enterprise,2024-09-28 00:00:00+00:00,2024-10-16 00:00:00+00:00,750411,6600,0.0261,2433485.5
MKT-01315,Campaign 1315,Search,Mid-Market,2023-06-02 00:00:00+00:00,2023-07-28 00:00:00+00:00,473751,5195,0.0295,3111056.32
MKT-01316,Campaign 1316,Email,Enterprise,2024-05-05 00:00:00+00:00,2024-05-30 00:00:00+00:00,914836,10886,0.0512,7415542.99
MKT-01317,Campaign 1317,Email,Enterprise,2024-03-01 00:00:00+00:00,2024-03-21 00:00:00+00:00,52386,470,0.0527,355827.89
MKT-01318,Campaign 1318,Email,SMB,2025-09-18 00:00:00+00:00,2025-11-08 00:00:00+00:00,268757,3900,0.0329,894913.71
MKT-01319,Campaign 1319,Events,SMB,2023-04-04 00:00:00+00:00,2023-06-10 00:00:00+00:00,414811,9455,0.0465,2551862.18
MKT-01320,Campaign 1320,Social,Enterprise,2025-09-07 00:00:00+00:00,2025-09-29 00:00:00+00:00,618728,10650,0.0347,4630484.83
MKT-01321,Campaign 1321,Search,Enterprise,2025-12-01 00:00:00+00:00,2025-12-29 00:00:00+00:00,279399,2385,0.0364,1575695.84
MKT-01322,Campaign 1322,Search,Mid-Market,2025-05-11 00:00:00+00:00,2025-07-12 00:00:00+00:00,383749,3615,0.0236,1713435.66
MKT-01323,Campaign 1323,Search,Mid-Market,2025-12-28 00:00:00+00:00,2026-02-22 00:00:00+00:00,502067,6345,0.0338,4279523.52
MKT-01324,Campaign 1324,Social,Enterprise,2024-05-27 00:00:00+00:00,2024-08-10 00:00:00+00:00,384284,3529,0.0106,1351661.85
MKT-01325,Campaign 1325,Partner,SMB,2023-07-17 00:00:00+00:00,2023-08-05 00:00:00+00:00,499219,4401,0.0758,1728877.73
MKT-01326,Campaign 1326,Social,SMB,2025-05-26 00:00:00+00:00,2025-07-22 00:00:00+00:00,845498,7901,0.0614,5726064.84
MKT-01327,Campaign 1327,Email,Mid-Market,2023-05-20 00:00:00+00:00,2023-07-10 00:00:00+00:00,542186,4349,0.0813,2690133.35
MKT-01328,Campaign 1328,Partner,Mid-Market,2025-09-14 00:00:00+00:00,2025-10-25 00:00:00+00:00,883908,7285,0.0602,7357307.12
MKT-01329,Campaign 1329,Content,Enterprise,2024-10-23 00:00:00+00:00,2024-12-27 00:00:00+00:00,361676,4226,0.0471,2798386.76
MKT-01330,Campaign 1330,Events,SMB,2024-11-27 00:00:00+00:00,2025-01-14 00:00:00+00:00,116121,1220,0.0072,684799.38
MKT-01331,Campaign 1331,Search,Mid-Market,2024-09-02 00:00:00+00:00,2024-11-28 00:00:00+00:00,686132,5527,0.0588,4013742.46
MKT-01332,Campaign 1332,Search,Enterprise,2024-11-27 00:00:00+00:00,2024-12-29 00:00:00+00:00,673800,5774,0.0638,5225999.58
MKT-01333,Campaign 1333,Search,Mid-Market,2025-10-02 00:00:00+00:00,2025-12-16 00:00:00+00:00,182870,2335,0.024,1362121.85
MKT-01334,Campaign 1334,Search,Enterprise,2023-09-27 00:00:00+00:00,2023-12-16 00:00:00+00:00,180353,3269,0.0512,1215375.5
MKT-01335,Campaign 1335,Social,Mid-Market,2024-07-09 00:00:00+00:00,2024-10-04 00:00:00+00:00,112959,2259,0.0447,793011.62
MKT-01336,Campaign 1336,Email,Enterprise,2024-02-13 00:00:00+00:00,2024-03-23 00:00:00+00:00,496971,10451,0.0411,4088797.61
MKT-01337,Campaign 1337,Content,Mid-Market,2023-07-18 00:00:00+00:00,2023-08-30 00:00:00+00:00,337580,9181,0.051,1247152.22
MKT-01338,Campaign 1338,Events,SMB,2025-02-26 00:00:00+00:00,2025-05-17 00:00:00+00:00,740374,7211,0.0497,3212714.9
MKT-01339,Campaign 1339,Content,Enterprise,2024-07-15 00:00:00+00:00,2024-09-22 00:00:00+00:00,856414,10324,0.0263,4268637.32
MKT-01340,Campaign 1340,Partner,Enterprise,2025-11-03 00:00:00+00:00,2026-01-31 00:00:00+00:00,219547,2894,0.0577,1155487.7
MKT-01341,Campaign 1341,Search,Enterprise,2023-09-16 00:00:00+00:00,2023-10-26 00:00:00+00:00,433560,12344,0.0189,1694622.75
MKT-01342,Campaign 1342,Social,Mid-Market,2025-03-01 00:00:00+00:00,2025-04-03 00:00:00+00:00,311265,4007,0.05,2130473.78
MKT-01343,Campaign 1343,Email,Enterprise,2025-05-13 00:00:00+00:00,2025-07-18 00:00:00+00:00,183620,5054,0.0469,1013200.47
MKT-01344,Campaign 1344,Events,Mid-Market,2024-01-29 00:00:00+00:00,2024-04-18 00:00:00+00:00,869870,8958,0.0302,3968471.71
MKT-01345,Campaign 1345,Partner,Mid-Market,2025-01-17 00:00:00+00:00,2025-04-13 00:00:00+00:00,680706,5499,0.0622,5448350.85
MKT-01346,Campaign 1346,Events,SMB,2025-06-23 00:00:00+00:00,2025-09-10 00:00:00+00:00,394765,3428,0.0119,2446340.28
MKT-01347,Campaign 1347,Partner,SMB,2023-11-01 00:00:00+00:00,2024-01-30 00:00:00+00:00,149133,2847,0.0465,743589.04
MKT-01348,Campaign 1348,Search,Enterprise,2024-07-07 00:00:00+00:00,2024-09-06 00:00:00+00:00,87186,941,0.0453,682771.02
MKT-01349,Campaign 1349,Email,Mid-Market,2024-04-05 00:00:00+00:00,2024-04-19 00:00:00+00:00,633089,10731,0.0675,3704074.15
MKT-01350,Campaign 1350,Content,Mid-Market,2024-02-18 00:00:00+00:00,2024-05-07 00:00:00+00:00,393656,4703,0.0527,2183589.9
MKT-01351,Campaign 1351,Search,SMB,2024-07-04 00:00:00+00:00,2024-08-09 00:00:00+00:00,33380,437,0.0066,241385.63
MKT-01352,Campaign 1352,Content,Enterprise,2024-02-09 00:00:00+00:00,2024-03-27 00:00:00+00:00,425298,7309,0.0347,3590102.94
MKT-01353,Campaign 1353,Email,Enterprise,2026-02-17 00:00:00+00:00,2026-04-28 00:00:00+00:00,377174,4513,0.068,2720798.17
MKT-01354,Campaign 1354,Email,Enterprise,2025-07-08 00:00:00+00:00,2025-09-07 00:00:00+00:00,720398,7502,0.0395,5995462.04
MKT-01355,Campaign 1355,Search,Enterprise,2024-02-06 00:00:00+00:00,2024-04-10 00:00:00+00:00,505064,5220,0.0243,4428146.92
MKT-01356,Campaign 1356,Events,SMB,2025-09-11 00:00:00+00:00,2025-10-26 00:00:00+00:00,332233,6461,0.0412,2621830.09
MKT-01357,Campaign 1357,Social,SMB,2024-03-31 00:00:00+00:00,2024-05-04 00:00:00+00:00,52220,1417,0.0688,374272.66
MKT-01358,Campaign 1358,Email,Mid-Market,2024-01-11 00:00:00+00:00,2024-04-11 00:00:00+00:00,132266,1240,0.0284,784633.07
MKT-01359,Campaign 1359,Partner,Mid-Market,2024-12-14 00:00:00+00:00,2025-02-19 00:00:00+00:00,552937,5857,0.0252,2953555.24
MKT-01360,Campaign 1360,Content,Mid-Market,2023-08-25 00:00:00+00:00,2023-10-19 00:00:00+00:00,719875,9488,0.0384,5086510.68
MKT-01361,Campaign 1361,Partner,Enterprise,2023-06-08 00:00:00+00:00,2023-07-16 00:00:00+00:00,201850,2193,0.0316,1174503.29
MKT-01362,Campaign 1362,Search,Mid-Market,2024-09-08 00:00:00+00:00,2024-10-10 00:00:00+00:00,356541,3108,0.0538,2150867.54
MKT-01363,Campaign 1363,Events,Enterprise,2023-09-01 00:00:00+00:00,2023-11-04 00:00:00+00:00,101661,1498,0.0364,777809.42
MKT-01364,Campaign 1364,Social,Enterprise,2025-08-28 00:00:00+00:00,2025-11-02 00:00:00+00:00,46143,613,0.0476,357188.86
MKT-01365,Campaign 1365,Content,Mid-Market,2024-02-22 00:00:00+00:00,2024-05-07 00:00:00+00:00,666879,8130,0.0681,2965147.97
MKT-01366,Campaign 1366,Partner,Mid-Market,2023-05-03 00:00:00+00:00,2023-07-15 00:00:00+00:00,768779,7942,0.0268,5085506.2
MKT-01367,Campaign 1367,Events,Mid-Market,2024-08-07 00:00:00+00:00,2024-09-30 00:00:00+00:00,736049,9279,0.0586,6358317.47
MKT-01368,Campaign 1368,Social,SMB,2024-07-14 00:00:00+00:00,2024-10-03 00:00:00+00:00,889816,8966,0.0565,7300160.63
MKT-01369,Campaign 1369,Content,Mid-Market,2023-08-17 00:00:00+00:00,2023-10-17 00:00:00+00:00,633523,10618,0.0221,2153484.69
MKT-01370,Campaign 1370,Content,Enterprise,2023-01-01 00:00:00+00:00,2023-01-15 00:00:00+00:00,886407,19279,0.064,7054122.94
MKT-01371,Campaign 1371,Events,Mid-Market,2023-07-30 00:00:00+00:00,2023-08-21 00:00:00+00:00,275625,6778,0.0223,2234300.04
MKT-01372,Campaign 1372,Content,Enterprise,2024-11-12 00:00:00+00:00,2025-01-23 00:00:00+00:00,577765,13608,0.0187,2727950.6
MKT-01373,Campaign 1373,Partner,Enterprise,2024-06-26 00:00:00+00:00,2024-09-17 00:00:00+00:00,286973,7769,0.0286,2474904.81
MKT-01374,Campaign 1374,Partner,SMB,2023-10-25 00:00:00+00:00,2023-12-19 00:00:00+00:00,255918,2074,0.0291,1433064.99
MKT-01375,Campaign 1375,Search,SMB,2024-08-13 00:00:00+00:00,2024-11-09 00:00:00+00:00,275971,2673,0.0365,2040866.16
MKT-01376,Campaign 1376,Social,Mid-Market,2024-03-04 00:00:00+00:00,2024-05-13 00:00:00+00:00,800178,9593,0.0243,2746161.32
MKT-01377,Campaign 1377,Social,Enterprise,2024-02-14 00:00:00+00:00,2024-04-30 00:00:00+00:00,688205,11745,0.0511,2831640.44
MKT-01378,Campaign 1378,Social,Mid-Market,2024-01-05 00:00:00+00:00,2024-02-29 00:00:00+00:00,178485,1771,0.0399,981284.28
MKT-01379,Campaign 1379,Partner,Mid-Market,2024-06-30 00:00:00+00:00,2024-09-05 00:00:00+00:00,490388,3934,0.0449,1838829.32
MKT-01380,Campaign 1380,Partner,Enterprise,2024-07-19 00:00:00+00:00,2024-08-27 00:00:00+00:00,693876,10272,0.0529,4510320.88
MKT-01381,Campaign 1381,Partner,Enterprise,2023-06-18 00:00:00+00:00,2023-09-11 00:00:00+00:00,699819,10095,0.0664,3254125.09
MKT-01382,Campaign 1382,Email,Mid-Market,2025-02-21 00:00:00+00:00,2025-03-09 00:00:00+00:00,804786,7212,0.0351,3856711.07
MKT-01383,Campaign 1383,Partner,SMB,2024-01-24 00:00:00+00:00,2024-02-08 00:00:00+00:00,662758,9503,0.0322,4607073.16
MKT-01384,Campaign 1384,Partner,Enterprise,2023-04-25 00:00:00+00:00,2023-06-02 00:00:00+00:00,854643,7488,0.0548,5132360.25
MKT-01385,Campaign 1385,Search,SMB,2023-08-19 00:00:00+00:00,2023-09-18 00:00:00+00:00,712441,14157,0.0621,3146471.53
MKT-01386,Campaign 1386,Events,Mid-Market,2025-01-22 00:00:00+00:00,2025-03-28 00:00:00+00:00,531465,4533,0.0433,2328752.35
MKT-01387,Campaign 1387,Search,Enterprise,2024-10-05 00:00:00+00:00,2024-12-14 00:00:00+00:00,137613,2912,0.0431,695411.59
MKT-01388,Campaign 1388,Content,SMB,2023-11-17 00:00:00+00:00,2023-12-01 00:00:00+00:00,881312,8710,0.0386,4386752.85
MKT-01389,Campaign 1389,Search,Enterprise,2024-08-22 00:00:00+00:00,2024-09-21 00:00:00+00:00,460149,7236,0.0321,3855830.21
MKT-01390,Campaign 1390,Partner,SMB,2025-05-12 00:00:00+00:00,2025-08-05 00:00:00+00:00,50374,466,0.0357,371958.16
MKT-01391,Campaign 1391,Search,Mid-Market,2025-01-30 00:00:00+00:00,2025-04-04 00:00:00+00:00,443832,8840,0.0407,2088169.96
MKT-01392,Campaign 1392,Partner,Enterprise,2023-05-03 00:00:00+00:00,2023-06-17 00:00:00+00:00,52357,568,0.0526,445574.57
MKT-01393,Campaign 1393,Search,Mid-Market,2025-03-03 00:00:00+00:00,2025-04-15 00:00:00+00:00,247009,3064,0.0554,2057536.68
MKT-01394,Campaign 1394,Events,Mid-Market,2025-07-05 00:00:00+00:00,2025-07-23 00:00:00+00:00,704929,11579,0.0273,5635895.01
MKT-01395,Campaign 1395,Social,SMB,2023-09-27 00:00:00+00:00,2023-11-13 00:00:00+00:00,713003,9051,0.043,5203360.25
MKT-01396,Campaign 1396,Partner,Mid-Market,2025-03-05 00:00:00+00:00,2025-05-26 00:00:00+00:00,917993,7562,0.0305,6893469.79
MKT-01397,Campaign 1397,Content,SMB,2024-07-25 00:00:00+00:00,2024-09-19 00:00:00+00:00,212541,2058,0.0379,1244170.36
MKT-01398,Campaign 1398,Email,Enterprise,2023-04-23 00:00:00+00:00,2023-05-21 00:00:00+00:00,151259,3759,0.0441,732533.12
MKT-01399,Campaign 1399,Social,Mid-Market,2025-10-25 00:00:00+00:00,2026-01-23 00:00:00+00:00,282951,2300,0.0574,1735622.12
MKT-01400,Campaign 1400,Events,Mid-Market,2025-10-17 00:00:00+00:00,2025-11-04 00:00:00+00:00,355777,3563,0.0398,2655898.76
MKT-01401,Campaign 1401,Search,SMB,2025-08-08 00:00:00+00:00,2025-08-23 00:00:00+00:00,240472,4164,0.0491,1282278.21
MKT-01402,Campaign 1402,Content,SMB,2023-03-28 00:00:00+00:00,2023-04-17 00:00:00+00:00,907434,7474,0.0249,4569041.29
MKT-01403,Campaign 1403,Search,Mid-Market,2025-10-27 00:00:00+00:00,2025-11-17 00:00:00+00:00,741460,9316,0.0238,2995294.93
MKT-01404,Campaign 1404,Partner,Enterprise,2023-06-07 00:00:00+00:00,2023-08-01 00:00:00+00:00,804347,9587,0.0379,6016752.05
MKT-01405,Campaign 1405,Partner,Mid-Market,2024-06-01 00:00:00+00:00,2024-08-18 00:00:00+00:00,608162,10611,0.0954,4206013.53
MKT-01406,Campaign 1406,Content,Mid-Market,2023-08-04 00:00:00+00:00,2023-09-09 00:00:00+00:00,388614,3117,0.0294,2425918.84
MKT-01407,Campaign 1407,Partner,Enterprise,2024-08-25 00:00:00+00:00,2024-10-30 00:00:00+00:00,268884,4310,0.0445,1323447.06
MKT-01408,Campaign 1408,Partner,SMB,2023-08-08 00:00:00+00:00,2023-10-26 00:00:00+00:00,821325,8851,0.0485,5177856.77
MKT-01409,Campaign 1409,Social,Mid-Market,2024-06-05 00:00:00+00:00,2024-08-06 00:00:00+00:00,142867,1632,0.0425,500340.26
MKT-01410,Campaign 1410,Email,Mid-Market,2025-11-18 00:00:00+00:00,2026-01-13 00:00:00+00:00,424861,4279,0.0324,1720657.92
MKT-01411,Campaign 1411,Events,Mid-Market,2025-01-08 00:00:00+00:00,2025-01-26 00:00:00+00:00,87270,2095,0.0509,423986.51
MKT-01412,Campaign 1412,Content,SMB,2024-04-15 00:00:00+00:00,2024-05-20 00:00:00+00:00,324054,4066,0.0274,1215750.27
MKT-01413,Campaign 1413,Events,Mid-Market,2023-12-02 00:00:00+00:00,2024-02-24 00:00:00+00:00,852083,15296,0.0481,2867516.8
MKT-01414,Campaign 1414,Social,Enterprise,2023-07-05 00:00:00+00:00,2023-09-02 00:00:00+00:00,548000,11910,0.0327,2447087.83
MKT-01415,Campaign 1415,Email,Mid-Market,2025-11-25 00:00:00+00:00,2026-01-13 00:00:00+00:00,104465,1269,0.0579,850116.04
MKT-01416,Campaign 1416,Social,Enterprise,2024-09-22 00:00:00+00:00,2024-12-18 00:00:00+00:00,269280,3553,0.0134,871187.72
MKT-01417,Campaign 1417,Partner,Mid-Market,2025-12-20 00:00:00+00:00,2026-02-23 00:00:00+00:00,164193,2163,0.0402,1261732.87
MKT-01418,Campaign 1418,Social,Enterprise,2025-05-04 00:00:00+00:00,2025-07-24 00:00:00+00:00,610578,8822,0.0241,3902540.91
MKT-01419,Campaign 1419,Content,SMB,2023-04-26 00:00:00+00:00,2023-05-19 00:00:00+00:00,405571,6425,0.0552,1409285.76
MKT-01420,Campaign 1420,Partner,SMB,2026-01-30 00:00:00+00:00,2026-02-23 00:00:00+00:00,280207,7456,0.0554,1553410.41
MKT-01421,Campaign 1421,Social,SMB,2025-05-13 00:00:00+00:00,2025-08-03 00:00:00+00:00,635882,7194,0.004,4290523.79
MKT-01422,Campaign 1422,Events,Enterprise,2024-11-18 00:00:00+00:00,2025-02-08 00:00:00+00:00,475856,4069,0.0221,1738894.68
MKT-01423,Campaign 1423,Social,Enterprise,2024-10-12 00:00:00+00:00,2024-11-19 00:00:00+00:00,650694,8218,0.0569,2474337.41
MKT-01424,Campaign 1424,Events,SMB,2023-05-17 00:00:00+00:00,2023-06-28 00:00:00+00:00,715207,11641,0.0399,2720622.9
MKT-01425,Campaign 1425,Email,Mid-Market,2024-11-01 00:00:00+00:00,2024-12-04 00:00:00+00:00,170750,2721,0.0518,1267667.64
MKT-01426,Campaign 1426,Partner,Enterprise,2023-05-26 00:00:00+00:00,2023-07-08 00:00:00+00:00,796037,13611,0.0417,2932028.33
MKT-01427,Campaign 1427,Social,Mid-Market,2025-03-12 00:00:00+00:00,2025-03-27 00:00:00+00:00,101885,1368,0.0446,682922.49
MKT-01428,Campaign 1428,Partner,Mid-Market,2025-11-30 00:00:00+00:00,2026-01-22 00:00:00+00:00,54263,1361,0.0578,264775.02
MKT-01429,Campaign 1429,Partner,Mid-Market,2024-06-16 00:00:00+00:00,2024-08-27 00:00:00+00:00,64141,1139,0.0229,419992.21
MKT-01430,Campaign 1430,Social,Mid-Market,2025-05-30 00:00:00+00:00,2025-08-11 00:00:00+00:00,672481,5610,0.0349,2244048.76
MKT-01431,Campaign 1431,Partner,Mid-Market,2024-09-07 00:00:00+00:00,2024-10-31 00:00:00+00:00,82220,1082,0.0254,505013.29
MKT-01432,Campaign 1432,Partner,Enterprise,2023-06-20 00:00:00+00:00,2023-08-05 00:00:00+00:00,819404,20907,0.0463,6389444.62
MKT-01433,Campaign 1433,Social,SMB,2024-06-19 00:00:00+00:00,2024-07-12 00:00:00+00:00,682791,18944,0.0211,5162362.63
MKT-01434,Campaign 1434,Events,SMB,2025-06-29 00:00:00+00:00,2025-09-02 00:00:00+00:00,682313,5541,0.0568,4217415.15
MKT-01435,Campaign 1435,Search,SMB,2026-01-10 00:00:00+00:00,2026-02-28 00:00:00+00:00,303964,2887,0.0334,1333619.84
MKT-01436,Campaign 1436,Content,Enterprise,2023-04-22 00:00:00+00:00,2023-05-19 00:00:00+00:00,225806,3839,0.0502,1686162.93
MKT-01437,Campaign 1437,Partner,Enterprise,2024-12-01 00:00:00+00:00,2025-01-22 00:00:00+00:00,305818,4724,0.0301,1908765.66
MKT-01438,Campaign 1438,Search,Mid-Market,2024-03-06 00:00:00+00:00,2024-04-12 00:00:00+00:00,691513,6714,0.0549,3335099.15
MKT-01439,Campaign 1439,Partner,Mid-Market,2023-07-23 00:00:00+00:00,2023-08-12 00:00:00+00:00,208476,2249,0.061,1751005.8
MKT-01440,Campaign 1440,Social,Enterprise,2023-01-25 00:00:00+00:00,2023-04-22 00:00:00+00:00,743823,7879,0.0542,4597314.34
MKT-01441,Campaign 1441,Events,SMB,2024-06-14 00:00:00+00:00,2024-09-02 00:00:00+00:00,337861,4923,0.0279,2791928.96
MKT-01442,Campaign 1442,Social,Enterprise,2026-01-26 00:00:00+00:00,2026-03-13 00:00:00+00:00,180053,1631,0.0654,1010095.53
MKT-01443,Campaign 1443,Search,Enterprise,2026-02-07 00:00:00+00:00,2026-05-02 00:00:00+00:00,375163,3800,0.0531,2153400.01
MKT-01444,Campaign 1444,Search,SMB,2024-01-26 00:00:00+00:00,2024-04-05 00:00:00+00:00,840358,8368,0.0318,4375317.13
MKT-01445,Campaign 1445,Search,Enterprise,2025-11-14 00:00:00+00:00,2025-12-29 00:00:00+00:00,291602,5530,0.0465,1552357.92
MKT-01446,Campaign 1446,Partner,SMB,2023-05-24 00:00:00+00:00,2023-06-13 00:00:00+00:00,263732,4230,0.0666,1348174.23
MKT-01447,Campaign 1447,Content,Mid-Market,2025-04-02 00:00:00+00:00,2025-07-01 00:00:00+00:00,671246,9929,0.0277,4997429.96
MKT-01448,Campaign 1448,Partner,Mid-Market,2025-07-22 00:00:00+00:00,2025-08-07 00:00:00+00:00,871706,13965,0.0272,4157022.49
MKT-01449,Campaign 1449,Content,Enterprise,2024-06-25 00:00:00+00:00,2024-09-19 00:00:00+00:00,222136,4180,0.0399,988325.47
MKT-01450,Campaign 1450,Events,Mid-Market,2024-04-24 00:00:00+00:00,2024-05-12 00:00:00+00:00,468593,4899,0.0196,3799687.21
MKT-01451,Campaign 1451,Email,SMB,2023-12-27 00:00:00+00:00,2024-03-14 00:00:00+00:00,726966,7776,0.0437,6308294.01
MKT-01452,Campaign 1452,Content,Mid-Market,2024-12-14 00:00:00+00:00,2025-02-20 00:00:00+00:00,134707,1594,0.0537,820097.09
MKT-01453,Campaign 1453,Social,Enterprise,2025-02-23 00:00:00+00:00,2025-05-08 00:00:00+00:00,211779,2348,0.0447,870856.77
MKT-01454,Campaign 1454,Events,Enterprise,2025-09-18 00:00:00+00:00,2025-10-06 00:00:00+00:00,656111,5353,0.0304,2464681.48
MKT-01455,Campaign 1455,Search,Enterprise,2024-07-26 00:00:00+00:00,2024-10-19 00:00:00+00:00,276774,6724,0.0565,1836358.19
MKT-01456,Campaign 1456,Events,SMB,2023-10-27 00:00:00+00:00,2023-12-26 00:00:00+00:00,529670,5537,0.0393,4010540.05
MKT-01457,Campaign 1457,Social,Mid-Market,2025-03-24 00:00:00+00:00,2025-06-12 00:00:00+00:00,443972,4115,0.0294,3197348.6
MKT-01458,Campaign 1458,Social,Mid-Market,2024-09-11 00:00:00+00:00,2024-10-14 00:00:00+00:00,706064,9502,0.0461,5799343.37
MKT-01459,Campaign 1459,Partner,SMB,2025-02-17 00:00:00+00:00,2025-04-10 00:00:00+00:00,455127,7240,0.0613,2514750.86
MKT-01460,Campaign 1460,Content,Mid-Market,2023-07-10 00:00:00+00:00,2023-08-03 00:00:00+00:00,287489,3407,0.0327,2431924.97
MKT-01461,Campaign 1461,Partner,Mid-Market,2024-05-06 00:00:00+00:00,2024-07-12 00:00:00+00:00,278385,2687,0.0676,1955006.08
MKT-01462,Campaign 1462,Email,Enterprise,2025-09-05 00:00:00+00:00,2025-11-12 00:00:00+00:00,69435,615,0.0432,512790.48
