operating_date,warehouse_id,throughput_units,on_time_delivery_rate,fulfillment_rate,incident_count,labor_hours,downtime_minutes
2023-12-21 00:00:00+00:00,WH-East,1363,0.9319,0.9677,0,52.66,0
2023-12-22 00:00:00+00:00,WH-East,1370,0.9064,0.9605,0,56.6,0
2023-12-23 00:00:00+00:00,WH-East,1590,0.9737,0.9273,1,57.72,14
2023-12-24 00:00:00+00:00,WH-East,1588,0.9051,0.9746,1,85.35,56
2023-12-25 00:00:00+00:00,WH-East,1349,0.935,0.9557,0,48.86,0
2023-12-26 00:00:00+00:00,WH-East,1862,0.9626,0.9665,1,68.13,50
2023-12-27 00:00:00+00:00,WH-East,1430,0.9269,0.9692,0,69.21,0
2023-12-28 00:00:00+00:00,WH-East,1287,0.9071,0.9629,1,54.39,63
2023-12-29 00:00:00+00:00,WH-East,1433,0.9059,0.9621,1,53.66,80
2023-12-30 00:00:00+00:00,WH-East,1663,0.995,0.9709,0,77.83,0
2023-12-31 00:00:00+00:00,WH-East,1505,0.8991,0.9656,1,71.32,81
2024-01-01 00:00:00+00:00,WH-East,1907,0.8975,0.932,2,94.61,66
2024-01-02 00:00:00+00:00,WH-East,1562,0.9099,0.9653,1,60.08,16
2024-01-03 00:00:00+00:00,WH-East,1434,0.9606,0.999,0,52.79,0
2024-01-04 00:00:00+00:00,WH-East,1564,0.9776,0.9816,0,61.87,0
2024-01-05 00:00:00+00:00,WH-East,1529,0.8664,0.9526,1,80.44,33
2024-01-06 00:00:00+00:00,WH-East,1650,0.9248,0.9859,1,83.14,28
2024-01-07 00:00:00+00:00,WH-East,1801,0.9697,0.9839,0,69.99,0
2024-01-08 00:00:00+00:00,WH-East,1326,0.9793,0.9678,0,50.92,0
2024-01-09 00:00:00+00:00,WH-East,1470,0.8985,0.9314,1,70.87,84
2024-01-10 00:00:00+00:00,WH-East,1121,0.9241,0.9712,0,42.93,0
2024-01-11 00:00:00+00:00,WH-East,1468,0.8979,0.9562,0,63.79,0
2024-01-12 00:00:00+00:00,WH-East,1377,0.9892,0.9406,0,63.63,0
2024-01-13 00:00:00+00:00,WH-East,1575,0.9643,0.9617,0,60.49,0
2024-01-14 00:00:00+00:00,WH-East,2073,0.9437,0.9814,0,89.57,0
2024-01-15 00:00:00+00:00,WH-East,1703,0.9159,0.9883,0,83.28,0
2024-01-16 00:00:00+00:00,WH-East,1367,0.8817,0.9453,2,62.77,122
2024-01-17 00:00:00+00:00,WH-East,1214,0.9724,0.9672,1,44.33,84
2024-01-18 00:00:00+00:00,WH-East,1487,0.8813,0.9469,1,63.53,28
2024-01-19 00:00:00+00:00,WH-East,1381,0.8872,0.9842,0,64.92,0
2024-01-20 00:00:00+00:00,WH-East,1588,0.9291,0.9511,0,77.9,0
2024-01-21 00:00:00+00:00,WH-East,1779,0.9578,0.9702,0,77.96,0
2024-01-22 00:00:00+00:00,WH-East,1221,0.9889,0.9571,0,49.73,0
2024-01-23 00:00:00+00:00,WH-East,1510,0.9165,0.9641,1,60.04,13
2024-01-24 00:00:00+00:00,WH-East,1659,0.9105,0.9905,0,73.51,0
2024-01-25 00:00:00+00:00,WH-East,1708,0.995,0.9656,0,93.01,0
2024-01-26 00:00:00+00:00,WH-East,1423,0.933,0.9719,0,53.64,0
2024-01-27 00:00:00+00:00,WH-East,1584,0.882,0.9472,1,61.04,55
2024-01-28 00:00:00+00:00,WH-East,1435,0.981,0.9433,0,75.37,0
2024-01-29 00:00:00+00:00,WH-East,1476,0.9036,0.9712,0,53.77,0
2024-01-30 00:00:00+00:00,WH-East,1505,0.9746,0.9545,0,61.08,0
2024-01-31 00:00:00+00:00,WH-East,1586,0.9823,0.9562,0,70.06,0
2024-02-01 00:00:00+00:00,WH-East,1641,0.9248,0.9728,0,82.15,0
2024-02-02 00:00:00+00:00,WH-East,1580,0.9554,0.9555,0,58.83,0
2024-02-03 00:00:00+00:00,WH-East,1644,0.9934,0.9687,0,61.91,0
2024-02-04 00:00:00+00:00,WH-East,1797,0.9313,0.9835,0,67.7,0
2024-02-05 00:00:00+00:00,WH-East,1434,0.9245,0.9905,0,61.68,0
2024-02-06 00:00:00+00:00,WH-East,1680,0.964,0.9834,0,64.87,0
2024-02-07 00:00:00+00:00,WH-East,1799,0.936,0.9608,1,92.17,87
2024-02-08 00:00:00+00:00,WH-East,1519,0.9048,0.9429,1,59.4,68
2024-02-09 00:00:00+00:00,WH-East,1612,0.9625,0.9376,1,73.16,24
2024-02-10 00:00:00+00:00,WH-East,1445,0.9671,0.9731,0,59.33,0
2024-02-11 00:00:00+00:00,WH-East,1607,0.995,0.999,0,71.16,0
2024-02-12 00:00:00+00:00,WH-East,1539,0.9331,0.9415,0,71.41,0
2024-02-13 00:00:00+00:00,WH-East,1685,0.9764,0.9776,0,78.69,0
2024-02-14 00:00:00+00:00,WH-East,1552,0.948,0.9662,0,70.78,0
2024-02-15 00:00:00+00:00,WH-East,1785,0.8795,0.9354,3,73.51,60
2024-02-16 00:00:00+00:00,WH-East,1545,0.9222,0.9405,0,84.04,0
2024-02-17 00:00:00+00:00,WH-East,1583,0.9431,0.941,1,63.85,80
2024-02-18 00:00:00+00:00,WH-East,1897,0.9117,0.9584,0,77.64,0
2024-02-19 00:00:00+00:00,WH-East,1378,0.884,0.935,2,63.03,42
2024-02-20 00:00:00+00:00,WH-East,1378,0.9739,0.9855,1,66.04,68
2024-02-21 00:00:00+00:00,WH-East,1279,0.9402,0.9434,1,68.4,53
2024-02-22 00:00:00+00:00,WH-East,1216,0.9385,0.9757,0,55.1,0
2024-02-23 00:00:00+00:00,WH-East,1565,0.9554,0.9922,0,72.04,0
2024-02-24 00:00:00+00:00,WH-East,1712,0.913,0.9501,0,86.7,0
2024-02-25 00:00:00+00:00,WH-East,1603,0.995,0.9761,0,87.56,0
2024-02-26 00:00:00+00:00,WH-East,1634,0.937,0.9696,0,79.64,0
2024-02-27 00:00:00+00:00,WH-East,1661,0.9459,0.9718,0,59.5,0
2024-02-28 00:00:00+00:00,WH-East,1521,0.9943,0.9687,0,69.87,0
2024-02-29 00:00:00+00:00,WH-East,1635,0.9458,0.978,0,67.25,0
2024-03-01 00:00:00+00:00,WH-East,1628,0.936,0.9468,1,85.78,62
2024-03-02 00:00:00+00:00,WH-East,1350,0.9448,0.9628,2,68.67,80
2024-03-03 00:00:00+00:00,WH-East,1612,0.919,0.999,0,83.19,0
2024-03-04 00:00:00+00:00,WH-East,1590,0.9258,0.9744,0,71.35,0
2024-03-05 00:00:00+00:00,WH-East,2040,0.9083,0.9938,0,73.0,0
2024-03-06 00:00:00+00:00,WH-East,1742,0.9061,0.9807,0,70.0,0
2024-03-07 00:00:00+00:00,WH-East,1194,0.8955,0.9942,0,65.46,0
2024-03-08 00:00:00+00:00,WH-East,1470,0.995,0.9734,0,57.16,0
2024-03-09 00:00:00+00:00,WH-East,1610,0.9282,0.9566,0,61.94,0
2024-03-10 00:00:00+00:00,WH-East,1419,0.9326,0.9602,0,77.61,0
2024-03-11 00:00:00+00:00,WH-East,1422,0.9191,0.9628,0,75.41,0
2024-03-12 00:00:00+00:00,WH-East,1096,0.9278,0.9755,2,54.04,82
2024-03-13 00:00:00+00:00,WH-East,1670,0.8708,0.9902,0,63.67,0
2024-03-14 00:00:00+00:00,WH-East,1388,0.9669,0.9928,0,70.28,0
2024-03-15 00:00:00+00:00,WH-East,1655,0.9925,0.9595,0,59.73,0
2024-03-16 00:00:00+00:00,WH-East,1545,0.9602,0.9669,0,85.53,0
2024-03-17 00:00:00+00:00,WH-East,1468,0.9684,0.9595,0,62.05,0
2024-03-18 00:00:00+00:00,WH-East,1531,0.9273,0.9718,0,83.77,0
2024-03-19 00:00:00+00:00,WH-East,1753,0.9634,0.9834,0,82.05,0
2024-03-20 00:00:00+00:00,WH-East,1553,0.8899,0.9403,0,71.36,0
2024-03-21 00:00:00+00:00,WH-East,1398,0.8961,0.9627,0,57.58,0
2024-03-22 00:00:00+00:00,WH-East,1593,0.9883,0.9687,0,72.83,0
2024-03-23 00:00:00+00:00,WH-East,1648,0.9494,0.9726,0,80.32,0
2024-03-24 00:00:00+00:00,WH-East,1280,0.9116,0.9419,1,52.01,35
2024-03-25 00:00:00+00:00,WH-East,1500,0.9215,0.9601,0,70.73,0
2024-03-26 00:00:00+00:00,WH-East,1655,0.9326,0.985,0,76.56,0
2024-03-27 00:00:00+00:00,WH-East,1499,0.9471,0.9537,1,72.36,56
2024-03-28 00:00:00+00:00,WH-East,1681,0.864,0.9551,2,84.41,44
2024-03-29 00:00:00+00:00,WH-East,1283,0.9003,0.9667,0,67.37,0
2024-03-30 00:00:00+00:00,WH-East,1731,0.9356,0.9908,0,77.1,0
2024-03-31 00:00:00+00:00,WH-East,1934,0.9548,0.9653,0,77.11,0
2024-04-01 00:00:00+00:00,WH-East,1361,0.8878,0.9662,0,67.79,0
2024-04-02 00:00:00+00:00,WH-East,1505,0.9241,0.9606,0,58.63,0
2024-04-03 00:00:00+00:00,WH-East,1512,0.9917,0.9706,0,60.47,0
2024-04-04 00:00:00+00:00,WH-East,1484,0.961,0.9588,0,79.64,0
2024-04-05 00:00:00+00:00,WH-East,1403,0.9128,0.9591,1,71.34,21
2024-04-06 00:00:00+00:00,WH-East,1811,0.9543,0.9392,0,86.57,0
2024-04-07 00:00:00+00:00,WH-East,1200,0.944,0.9835,0,43.84,0
2024-04-08 00:00:00+00:00,WH-East,1602,0.9314,0.9684,1,85.86,81
2024-04-09 00:00:00+00:00,WH-East,1611,0.8939,0.9644,1,64.08,40
2024-04-10 00:00:00+00:00,WH-East,1512,0.9348,0.9677,0,64.46,0
2024-04-11 00:00:00+00:00,WH-East,1493,0.973,0.9717,0,54.08,0
2024-04-12 00:00:00+00:00,WH-East,1488,0.9067,0.9788,0,56.82,0
2024-04-13 00:00:00+00:00,WH-East,1486,0.9315,0.9937,0,71.5,0
2024-04-14 00:00:00+00:00,WH-East,1433,0.9252,0.957,1,76.9,75
2024-04-15 00:00:00+00:00,WH-East,1278,0.9263,0.9512,0,60.72,0
2024-04-16 00:00:00+00:00,WH-East,1613,0.9096,0.9781,0,57.98,0
2024-04-17 00:00:00+00:00,WH-East,1562,0.8756,0.9584,1,56.88,22
2024-04-18 00:00:00+00:00,WH-East,1564,0.995,0.9629,1,75.59,30
2024-04-19 00:00:00+00:00,WH-East,1718,0.9498,0.9645,0,92.57,0
2024-04-20 00:00:00+00:00,WH-East,1601,0.9347,0.9711,0,74.71,0
2024-04-21 00:00:00+00:00,WH-East,1749,0.9425,0.9696,0,75.16,0
2024-04-22 00:00:00+00:00,WH-East,1126,0.9485,0.9583,0,44.67,0
2024-04-23 00:00:00+00:00,WH-East,1479,0.9114,0.9417,1,55.73,34
2024-04-24 00:00:00+00:00,WH-East,1592,0.8891,0.9686,0,60.48,0
2024-04-25 00:00:00+00:00,WH-East,1393,0.9713,0.9695,0,54.42,0
2024-04-26 00:00:00+00:00,WH-East,1576,0.973,0.9513,0,59.07,0
2024-04-27 00:00:00+00:00,WH-East,1579,0.8971,0.9344,0,65.35,0
2024-04-28 00:00:00+00:00,WH-East,1285,0.9035,0.9657,0,54.61,0
2024-04-29 00:00:00+00:00,WH-East,1764,0.9523,0.943,0,63.5,0
2024-04-30 00:00:00+00:00,WH-East,1624,0.9354,0.9778,0,68.15,0
2024-05-01 00:00:00+00:00,WH-East,1546,0.8778,0.953,1,78.96,72
2024-05-02 00:00:00+00:00,WH-East,1594,0.9437,0.9831,0,69.49,0
2024-05-03 00:00:00+00:00,WH-East,1297,0.9599,0.9903,0,46.4,0
2024-05-04 00:00:00+00:00,WH-East,1457,0.9682,0.9713,1,75.04,42
2024-05-05 00:00:00+00:00,WH-East,1318,0.9431,0.9734,0,68.73,0
2024-05-06 00:00:00+00:00,WH-East,1889,0.965,0.9603,0,72.9,0
2024-05-07 00:00:00+00:00,WH-East,1491,0.9576,0.9674,0,58.38,0
2024-05-08 00:00:00+00:00,WH-East,1525,0.8853,0.9613,2,75.66,126
2024-05-09 00:00:00+00:00,WH-East,1641,0.9342,0.9711,0,74.55,0
2024-05-10 00:00:00+00:00,WH-East,1483,0.877,0.9593,1,57.52,61
2024-05-11 00:00:00+00:00,WH-East,1610,0.9468,0.9617,1,59.36,64
2024-05-12 00:00:00+00:00,WH-East,1471,0.9529,0.9614,0,73.67,0
2024-05-13 00:00:00+00:00,WH-East,1310,0.9276,0.9694,0,58.66,0
2024-05-14 00:00:00+00:00,WH-East,1550,0.8952,0.9801,0,81.09,0
2024-05-15 00:00:00+00:00,WH-East,1257,0.9467,0.9393,1,55.32,28
2024-05-16 00:00:00+00:00,WH-East,1287,0.858,0.9657,0,46.71,0
2024-05-17 00:00:00+00:00,WH-East,1682,0.8951,0.9557,1,62.85,46
2024-05-18 00:00:00+00:00,WH-East,1231,0.9668,0.9857,0,48.05,0
2024-05-19 00:00:00+00:00,WH-East,1815,0.9576,0.9731,0,70.17,0
2024-05-20 00:00:00+00:00,WH-East,1555,0.9627,0.985,0,84.38,0
2024-05-21 00:00:00+00:00,WH-East,1927,0.9689,0.959,0,86.71,0
2024-05-22 00:00:00+00:00,WH-East,1628,0.9217,0.9451,1,59.56,43
2024-05-23 00:00:00+00:00,WH-East,1349,0.9178,0.9399,0,67.84,0
2024-05-24 00:00:00+00:00,WH-East,1440,0.977,0.9473,0,74.61,0
2024-05-25 00:00:00+00:00,WH-East,1859,0.8837,0.9454,0,73.2,0
2024-05-26 00:00:00+00:00,WH-East,1588,0.9801,0.9961,0,79.31,0
2024-05-27 00:00:00+00:00,WH-East,1368,0.9136,0.9683,0,52.01,0
2024-05-28 00:00:00+00:00,WH-East,1779,0.9305,0.9955,0,88.18,0
2024-05-29 00:00:00+00:00,WH-East,1504,0.9188,0.9663,1,59.77,80
2024-05-30 00:00:00+00:00,WH-East,1430,0.9261,0.9593,0,73.28,0
2024-05-31 00:00:00+00:00,WH-East,1338,0.9559,0.9591,0,55.87,0
2024-06-01 00:00:00+00:00,WH-East,1086,0.9024,0.9622,1,48.94,75
2024-06-02 00:00:00+00:00,WH-East,1543,0.8756,0.9331,1,56.43,37
2024-06-03 00:00:00+00:00,WH-East,1273,0.8815,0.9777,0,50.86,0
2024-06-04 00:00:00+00:00,WH-East,1521,0.9106,0.9487,1,65.39,37
2024-06-05 00:00:00+00:00,WH-East,1948,0.9895,0.9729,0,82.56,0
2024-06-06 00:00:00+00:00,WH-East,1279,0.9652,0.9885,0,46.9,0
2024-06-07 00:00:00+00:00,WH-East,1774,0.9595,0.963,1,66.42,66
2024-06-08 00:00:00+00:00,WH-East,1559,0.9437,0.9382,1,70.55,42
2024-06-09 00:00:00+00:00,WH-East,1571,0.9667,0.9645,0,59.79,0
2024-06-10 00:00:00+00:00,WH-East,1304,0.9349,0.9763,0,47.07,0
2024-06-11 00:00:00+00:00,WH-East,1449,0.9645,0.9637,0,62.6,0
2024-06-12 00:00:00+00:00,WH-East,1848,0.9211,0.9627,0,88.66,0
2024-06-13 00:00:00+00:00,WH-East,1355,0.9519,0.9492,0,52.25,0
2024-06-14 00:00:00+00:00,WH-East,1581,0.9341,0.9498,0,72.91,0
2024-06-15 00:00:00+00:00,WH-East,1713,0.995,0.9724,0,79.29,0
2024-06-16 00:00:00+00:00,WH-East,1757,0.9441,0.967,1,73.63,85
2024-06-17 00:00:00+00:00,WH-East,1769,0.8935,0.91,2,68.95,44
2024-06-18 00:00:00+00:00,WH-East,1685,0.9073,0.9867,0,82.0,0
2024-06-19 00:00:00+00:00,WH-East,1517,0.9326,0.9779,0,56.23,0
2024-06-20 00:00:00+00:00,WH-East,1685,0.9775,0.9858,0,93.33,0
2024-06-21 00:00:00+00:00,WH-East,1317,0.9558,0.9683,0,50.6,0
2024-06-22 00:00:00+00:00,WH-East,1654,0.9334,0.9639,0,90.08,0
2024-06-23 00:00:00+00:00,WH-East,1654,0.931,0.9722,0,88.05,0
2024-06-24 00:00:00+00:00,WH-East,1451,0.8951,0.977,0,61.81,0
2024-06-25 00:00:00+00:00,WH-East,1296,0.8995,0.9598,0,67.02,0
2024-06-26 00:00:00+00:00,WH-East,1687,0.8861,0.949,1,61.31,15
2024-06-27 00:00:00+00:00,WH-East,1366,0.8999,0.957,0,60.9,0
2024-06-28 00:00:00+00:00,WH-East,1787,0.9315,0.9685,0,87.61,0
2024-06-29 00:00:00+00:00,WH-East,1555,0.9597,0.9833,0,63.58,0
2024-06-30 00:00:00+00:00,WH-East,1722,0.9642,0.9665,0,67.12,0
2024-07-01 00:00:00+00:00,WH-East,1404,0.9768,0.9613,0,64.3,0
2024-07-02 00:00:00+00:00,WH-East,1709,0.9104,0.9666,0,65.52,0
2024-07-03 00:00:00+00:00,WH-East,1485,0.8923,0.9545,0,57.34,0
2024-07-04 00:00:00+00:00,WH-East,1796,0.9814,0.9569,1,68.21,37
2024-07-05 00:00:00+00:00,WH-East,1516,0.9762,0.9926,0,82.38,0
2024-07-06 00:00:00+00:00,WH-East,1646,0.9689,0.9393,1,80.03,78
2024-07-07 00:00:00+00:00,WH-East,1619,0.9108,0.9298,1,61.88,49
2024-07-08 00:00:00+00:00,WH-East,1788,0.9355,0.9789,0,90.7,0
2024-07-09 00:00:00+00:00,WH-East,1621,0.9481,0.971,0,71.03,0
2024-07-10 00:00:00+00:00,WH-East,1297,0.9042,0.9671,1,62.43,65
2024-07-11 00:00:00+00:00,WH-East,1312,0.9406,0.9597,0,66.39,0
2024-07-12 00:00:00+00:00,WH-East,1508,0.9365,0.9352,0,61.34,0
2024-07-13 00:00:00+00:00,WH-East,1683,0.968,0.9661,0,66.5,0
2024-07-14 00:00:00+00:00,WH-East,1836,0.9408,0.9745,0,71.76,0
2024-07-15 00:00:00+00:00,WH-East,1546,0.8997,0.9813,0,82.23,0
2024-07-16 00:00:00+00:00,WH-East,1136,0.9469,0.9769,0,40.65,0
2024-07-17 00:00:00+00:00,WH-East,1625,0.9198,0.973,0,73.63,0
2024-07-18 00:00:00+00:00,WH-East,1589,0.9273,0.9652,0,62.06,0
2024-07-19 00:00:00+00:00,WH-East,1480,0.9708,0.9608,0,58.41,0
2024-07-20 00:00:00+00:00,WH-East,1681,0.914,0.9268,0,74.72,0
2024-07-21 00:00:00+00:00,WH-East,1704,0.9358,0.9539,1,88.08,18
2024-07-22 00:00:00+00:00,WH-East,1667,0.9768,0.946,0,65.71,0
2024-07-23 00:00:00+00:00,WH-East,1159,0.9259,0.9488,1,46.77,68
2024-07-24 00:00:00+00:00,WH-East,1748,0.9472,0.9852,0,94.58,0
2024-07-25 00:00:00+00:00,WH-East,1181,0.8995,0.9858,0,42.54,0
2024-07-26 00:00:00+00:00,WH-East,1281,0.9869,0.9643,0,54.13,0
2024-07-27 00:00:00+00:00,WH-East,1681,0.9217,0.9834,0,73.02,0
2024-07-28 00:00:00+00:00,WH-East,1624,0.9519,0.9962,0,87.25,0
2024-07-29 00:00:00+00:00,WH-East,1500,0.9581,0.9687,1,74.92,63
2024-07-30 00:00:00+00:00,WH-East,1411,0.9046,0.9554,0,63.39,0
2024-07-31 00:00:00+00:00,WH-East,1348,0.8923,0.96,1,66.93,46
2024-08-01 00:00:00+00:00,WH-East,1328,0.9466,0.9599,0,48.92,0
2024-08-02 00:00:00+00:00,WH-East,1596,0.9103,0.9691,0,58.49,0
2024-08-03 00:00:00+00:00,WH-East,1747,0.9358,0.9565,1,77.28,60
2024-08-04 00:00:00+00:00,WH-East,1987,0.906,0.9921,0,76.19,0
2024-08-05 00:00:00+00:00,WH-East,1452,0.8959,0.9667,0,64.86,0
2024-08-06 00:00:00+00:00,WH-East,1403,0.9145,0.999,0,74.1,0
2024-08-07 00:00:00+00:00,WH-East,1237,0.876,0.957,0,45.89,0
2024-08-08 00:00:00+00:00,WH-East,1433,0.901,0.9644,1,77.78,87
2024-08-09 00:00:00+00:00,WH-East,1401,0.957,0.9592,0,65.51,0
2024-08-10 00:00:00+00:00,WH-East,1496,0.9435,0.9428,0,81.17,0
2024-08-11 00:00:00+00:00,WH-East,1488,0.9036,0.9576,1,72.01,80
2024-08-12 00:00:00+00:00,WH-East,1696,0.9812,0.9491,0,70.76,0
2024-08-13 00:00:00+00:00,WH-East,1518,0.9765,0.9824,0,57.41,0
2024-08-14 00:00:00+00:00,WH-East,1865,0.9272,0.9629,0,76.92,0
2024-08-15 00:00:00+00:00,WH-East,1375,0.9175,0.9769,2,70.37,120
2024-08-16 00:00:00+00:00,WH-East,1371,0.9373,0.9788,0,66.28,0
2024-08-17 00:00:00+00:00,WH-East,1527,0.9479,0.953,0,55.11,0
2024-08-18 00:00:00+00:00,WH-East,1524,0.9422,0.9733,0,76.2,0
2024-08-19 00:00:00+00:00,WH-East,1373,0.951,0.9676,0,72.88,0
2024-08-20 00:00:00+00:00,WH-East,1636,0.9187,0.9725,1,68.09,34
2024-08-21 00:00:00+00:00,WH-East,1678,0.945,0.9821,0,62.73,0
2024-08-22 00:00:00+00:00,WH-East,1279,0.8699,0.9834,0,53.84,0
2024-08-23 00:00:00+00:00,WH-East,1518,0.9876,0.9668,0,62.05,0
2024-08-24 00:00:00+00:00,WH-East,1480,0.9081,0.9738,1,60.5,13
2024-08-25 00:00:00+00:00,WH-East,1220,0.9724,0.9726,0,56.28,0
2024-08-26 00:00:00+00:00,WH-East,1386,0.9448,0.984,1,56.77,18
2024-08-27 00:00:00+00:00,WH-East,1912,0.885,0.983,0,93.88,0
2024-08-28 00:00:00+00:00,WH-East,1561,0.9824,0.9752,0,58.14,0
2024-08-29 00:00:00+00:00,WH-East,1702,0.9148,0.9697,0,80.44,0
2024-08-30 00:00:00+00:00,WH-East,1264,0.9471,0.9574,0,57.22,0
2024-08-31 00:00:00+00:00,WH-East,1420,0.9287,0.9678,1,64.03,66
2024-09-01 00:00:00+00:00,WH-East,1360,0.8961,0.9306,1,70.32,49
2024-09-02 00:00:00+00:00,WH-East,1823,0.8781,0.9337,3,81.62,69
2024-09-03 00:00:00+00:00,WH-East,1465,0.9152,0.9711,0,58.71,0
2024-09-04 00:00:00+00:00,WH-East,1499,0.9155,0.9886,0,77.01,0
2024-09-05 00:00:00+00:00,WH-East,1329,0.914,0.9691,0,69.42,0
2024-09-06 00:00:00+00:00,WH-East,1603,0.9075,0.9926,0,76.28,0
2024-09-07 00:00:00+00:00,WH-East,1744,0.9371,0.9822,0,80.49,0
2024-09-08 00:00:00+00:00,WH-East,1246,0.9698,0.9245,0,48.71,0
2024-09-09 00:00:00+00:00,WH-East,1482,0.9821,0.9644,0,57.54,0
2024-09-10 00:00:00+00:00,WH-East,1564,0.9232,0.9477,0,77.72,0
2024-09-11 00:00:00+00:00,WH-East,1742,0.9382,0.9524,1,82.77,61
2024-09-12 00:00:00+00:00,WH-East,1563,0.9218,0.956,0,56.65,0
2024-09-13 00:00:00+00:00,WH-East,1584,0.9843,0.9802,0,71.63,0
2024-09-14 00:00:00+00:00,WH-East,1598,0.9339,0.9915,0,65.44,0
2024-09-15 00:00:00+00:00,WH-East,1525,0.9686,0.9897,0,62.95,0
2024-09-16 00:00:00+00:00,WH-East,1441,0.9628,0.9537,0,77.62,0
2024-09-17 00:00:00+00:00,WH-East,1414,0.9408,0.969,0,55.44,0
2024-09-18 00:00:00+00:00,WH-East,1465,0.9001,0.9808,0,58.0,0
2024-09-19 00:00:00+00:00,WH-East,1478,0.9652,0.9795,0,77.09,0
2024-09-20 00:00:00+00:00,WH-East,1414,0.9321,0.9446,0,53.31,0
2024-09-21 00:00:00+00:00,WH-East,1374,0.9646,0.9756,0,65.39,0
2024-09-22 00:00:00+00:00,WH-East,1506,0.9424,0.9896,0,57.62,0
2024-09-23 00:00:00+00:00,WH-East,1531,0.9157,0.9522,0,62.47,0
2024-09-24 00:00:00+00:00,WH-East,1447,0.9037,0.9482,1,62.05,69
2024-09-25 00:00:00+00:00,WH-East,1615,0.9228,0.9851,0,85.03,0
2024-09-26 00:00:00+00:00,WH-East,1485,0.8931,0.9574,1,54.39,30
2024-09-27 00:00:00+00:00,WH-East,1698,0.9259,0.9755,0,73.89,0
2024-09-28 00:00:00+00:00,WH-East,1524,0.9227,0.9943,0,69.97,0
2024-09-29 00:00:00+00:00,WH-East,1360,0.9291,0.9595,0,54.03,0
2024-09-30 00:00:00+00:00,WH-East,1772,0.9344,0.9882,0,76.52,0
2024-10-01 00:00:00+00:00,WH-East,1522,0.9667,0.999,0,77.21,0
2024-10-02 00:00:00+00:00,WH-East,1645,0.995,0.9882,0,73.66,0
2024-10-03 00:00:00+00:00,WH-East,1794,0.8767,0.9889,1,79.9,41
2024-10-04 00:00:00+00:00,WH-East,1807,0.9033,0.9606,1,98.43,49
2024-10-05 00:00:00+00:00,WH-East,1934,0.952,0.9574,0,102.32,0
2024-10-06 00:00:00+00:00,WH-East,1517,0.9473,0.9498,0,73.11,0
2024-10-07 00:00:00+00:00,WH-East,1536,0.8781,0.9802,0,56.36,0
2024-10-08 00:00:00+00:00,WH-East,1655,0.9192,0.9466,1,71.94,85
2024-10-09 00:00:00+00:00,WH-East,1456,0.9516,0.9755,0,63.47,0
2024-10-10 00:00:00+00:00,WH-East,1367,0.9516,0.9815,1,67.63,21
2024-10-11 00:00:00+00:00,WH-East,1626,0.9529,0.9657,0,73.84,0
2024-10-12 00:00:00+00:00,WH-East,1358,0.9635,0.9756,0,64.02,0
2024-10-13 00:00:00+00:00,WH-East,1277,0.9116,0.944,1,60.35,63
2024-10-14 00:00:00+00:00,WH-East,1722,0.9281,0.9565,0,63.28,0
2024-10-15 00:00:00+00:00,WH-East,1552,0.9352,0.9529,1,66.56,29
2024-10-16 00:00:00+00:00,WH-East,1679,0.9366,0.9743,0,65.79,0
2024-10-17 00:00:00+00:00,WH-East,1290,0.9309,0.9575,0,70.16,0
2024-10-18 00:00:00+00:00,WH-East,1332,0.8938,0.9825,0,67.79,0
2024-10-19 00:00:00+00:00,WH-East,1634,0.9179,0.9702,0,84.05,0
2024-10-20 00:00:00+00:00,WH-East,1416,0.9663,0.957,0,55.1,0
2024-10-21 00:00:00+00:00,WH-East,1465,0.8943,0.9707,0,81.08,0
2024-10-22 00:00:00+00:00,WH-East,1735,0.8906,0.9707,1,69.4,34
2024-10-23 00:00:00+00:00,WH-East,1352,0.9697,0.9896,0,56.79,0
2024-10-24 00:00:00+00:00,WH-East,1516,0.8666,0.9419,1,58.91,81
2024-10-25 00:00:00+00:00,WH-East,1540,0.9296,0.9819,1,57.16,50
2024-10-26 00:00:00+00:00,WH-East,1390,0.9318,0.9482,1,60.55,67
2024-10-27 00:00:00+00:00,WH-East,1430,0.9429,0.9955,0,51.59,0
2024-10-28 00:00:00+00:00,WH-East,1575,0.9287,0.9379,0,67.54,0
2024-10-29 00:00:00+00:00,WH-East,1446,0.9341,0.9593,0,63.82,0
2024-10-30 00:00:00+00:00,WH-East,1145,0.8677,0.9647,2,41.81,68
2024-10-31 00:00:00+00:00,WH-East,1607,0.9693,0.9603,0,75.47,0
2024-11-01 00:00:00+00:00,WH-East,1522,0.9792,0.9409,0,78.97,0
2024-11-02 00:00:00+00:00,WH-East,1337,0.9278,0.9883,0,55.23,0
2024-11-03 00:00:00+00:00,WH-East,1650,0.9082,0.9623,1,59.39,31
2024-11-04 00:00:00+00:00,WH-East,1642,0.856,0.9356,0,72.28,0
2024-11-05 00:00:00+00:00,WH-East,1543,0.9268,0.9714,0,81.1,0
2024-11-06 00:00:00+00:00,WH-East,1492,0.9432,0.9685,0,78.75,0
2024-11-07 00:00:00+00:00,WH-East,1414,0.876,0.9594,1,77.41,89
2024-11-08 00:00:00+00:00,WH-East,1427,0.9129,0.9622,1,69.0,79
2024-11-09 00:00:00+00:00,WH-East,1742,0.9821,0.9783,0,66.65,0
2024-11-10 00:00:00+00:00,WH-East,1496,0.8907,0.957,0,73.52,0
