customer_id,customer_name,segment,industry,region,country,signup_date,employee_count,annual_revenue,engagement_score,customer_health_score,churn_risk_score,churn_flag,total_orders,total_revenue,total_margin,recent_order_count,recent_revenue,recent_avg_discount,recent_avg_shipping_days,recent_last_order,days_since_last_order,order_velocity,revenue_90d_target,signup_year,signup_month,signup_quarter,signup_dayofweek,signup_day,signup_is_month_start,signup_is_month_end,recent_order_year,recent_order_month,recent_order_quarter,recent_order_dayofweek,recent_order_day,recent_order_is_month_start,recent_order_is_month_end,recent_revenue_ratio,customer_value_proxy,segment_frequency,industry_frequency,region_frequency,total_orders_standard_scaled,total_revenue_standard_scaled,recent_revenue_standard_scaled,days_since_last_order_standard_scaled,customer_value_proxy_standard_scaled
CUS-004454,Customer 04454,Mid-Market,Logistics,Europe,Country-14,2023-06-09 00:00:00+00:00,24439,20381848,58.0,21.89,83.59,1,6.0,726156.44,394744.04,4,371376.26,0.046825,11.5,2026-05-25 00:00:00+00:00,71,0.0845,389726.97,2023,6,2,4,9,0,0,2026,5,2,0,25,0,0,0.018220931683917967,287067.4435,0.419125,0.10575,0.211125,-0.6287107202962775,-0.5527901658131125,0.021051526426111498,-0.41328726418741024,-0.10910996314558111
CUS-004455,Customer 04455,Mid-Market,Energy,North America,Country-15,2025-03-05 00:00:00+00:00,24995,5312833,31.31,20.83,76.99,1,5.0,813625.56,379015.63,2,338297.81,0.0768,8.0,2026-06-06 00:00:00+00:00,59,0.0847,393253.19,2025,3,1,2,5,0,0,2026,6,2,5,6,0,0,0.06367559642849681,275075.2405,0.419125,0.100375,0.319625,-0.6985674669958639,-0.4957471043880632,-0.052714995318313765,-0.44594326985181043,-0.13538509532009108
CUS-004456,Customer 04456,Mid-Market,Retail,Asia Pacific,Country-16,2024-10-07 00:00:00+00:00,4883,24414792,50.92,29.62,81.07,1,11.0,1076202.3,467658.62,4,440706.48,0.0489,7.5,2026-06-12 00:00:00+00:00,53,0.2075,386089.46,2024,10,4,0,7,0,0,2026,6,2,4,12,0,0,0.018050798057177797,316601.403,0.419125,0.099375,0.186,-0.27942698679834554,-0.3245074588010358,0.1756612249209256,-0.4622712726840106,-0.04440052739811039
CUS-004457,Customer 04457,Enterprise,Telecom,Latin America,Country-17,2024-02-04 00:00:00+00:00,10694,726955988,62.66,49.37,43.57,0,26.0,1981242.22,658142.35,5,335847.73000000004,0.08914,9.4,2026-06-03 00:00:00+00:00,62,0.4194,342885.89,2024,2,1,6,4,0,0,2026,6,2,2,3,0,0,0.0004619918338164924,264834.1535,0.286875,0.098375,0.15975,0.7684242136954503,0.2657150991563506,-0.058178790616932,-0.4377792684357104,-0.15782350088541183
CUS-004458,Customer 04458,Mid-Market,Retail,Middle East & Africa,Country-18,2023-01-22 00:00:00+00:00,1341,13446734,57.67,38.45,49.78,0,15.0,1257951.95,432653.75,3,102079.92,0.0973,9.666666666666666,2026-07-20 00:00:00+00:00,15,1.0,102425.81,2023,1,1,6,22,0,0,2026,7,3,0,20,0,0,0.007591428520858671,101681.0015,0.419125,0.099375,0.1235,0.0,-0.20597926909327174,-0.5794921604849782,-0.5656819572879447,-0.5152949874411283
CUS-004459,Customer 04459,Enterprise,Manufacturing,Middle East & Africa,Country-19,2023-11-19 00:00:00+00:00,332,248495282,100.0,44.87,41.62,0,32.0,3507424.05,1362115.2,4,190667.43,0.05175,11.5,2026-07-10 00:00:00+00:00,25,1.28,193435.6,2023,11,4,6,19,0,0,2026,7,3,4,10,0,0,0.0007672879278247222,175969.43199999997,0.286875,0.100875,0.1235,1.1875646938929687,1.2610158850163655,-0.3819377864831888,-0.5384686192342778,-0.35252770186195664
CUS-004460,Customer 04460,SMB,Finance,Europe,Country-20,2025-04-11 00:00:00+00:00,21092,4022936,30.25,7.86,97.71,1,7.0,911599.47,492206.05,2,66169.86,0.0786,9.5,2026-05-03 00:00:00+00:00,93,0.0753,84578.16,2025,4,2,4,11,0,0,2026,5,2,6,3,0,0,0.016448151300443258,57952.8,0.294,0.099875,0.211125,-0.5588539735966911,-0.43185333517920144,-0.6595733076316436,-0.3534179204693431,-0.6111042623646856
CUS-004461,Customer 04461,Mid-Market,Telecom,North America,Country-21,2024-12-29 00:00:00+00:00,24202,5449885,63.69,41.43,53.7,0,10.0,969217.01,433316.66,1,27644.4,0.129,6.0,2026-05-15 00:00:00+00:00,81,0.1235,35771.19,2024,12,4,6,29,0,0,2026,5,2,4,15,0,0,0.005072474006332244,26665.1765,0.419125,0.098375,0.319625,-0.34928373349793196,-0.3942780071848163,-0.7454869215647022,-0.38607392613374336,-0.6796560074351122
CUS-004462,Customer 04462,Mid-Market,Technology,Middle East & Africa,Country-22,2024-11-12 00:00:00+00:00,5076,3179158,61.09,17.16,81.86,1,7.0,511258.92,193638.52,4,242043.01,0.05865,10.25,2026-07-29 00:00:00+00:00,6,1.1667,264427.0,2024,11,4,1,12,0,0,2026,7,3,2,29,0,0,0.07613431292184912,218534.154,0.419125,0.098625,0.1235,-0.5588539735966911,-0.6929357672945351,-0.26736779184309956,-0.5901739615362448,-0.2592676314210814
CUS-004463,Customer 04463,Mid-Market,Government,North America,Country-23,2023-08-12 00:00:00+00:00,11606,11049036,65.84,32.79,74.87,1,8.0,1187043.13,494211.63,1,280621.28,0.1191,14.0,2026-07-31 00:00:00+00:00,4,2.0,316661.7,2023,8,3,5,12,0,0,2026,7,3,4,31,0,1,0.02539780665028153,273080.107,0.419125,0.100375,0.319625,-0.48899722689710473,-0.25222251670840445,-0.1813364090903615,-0.5956166291469782,-0.139756468654773
CUS-004464,Customer 04464,SMB,Logistics,North America,Country-00,2023-12-29 00:00:00+00:00,624,4938483,41.01,31.18,71.13,1,4.0,533127.65,229471.99,3,389567.53,0.0947666666666666,9.666666666666666,2026-08-01 00:00:00+00:00,3,1.3333,453775.95,2023,12,4,4,29,0,0,2026,8,3,5,1,1,0,0.07888404799611541,347981.0945,0.294,0.10575,0.319625,-0.7684242136954503,-0.6786740563195325,0.06161892647096583,-0.5983379629523449,0.02435294031402298
CUS-004465,Customer 04465,Enterprise,Telecom,North America,Country-01,2023-01-26 00:00:00+00:00,20398,421829043,92.18,35.45,56.24,0,22.0,2723432.13,1044482.3,3,295440.27,0.0757333333333333,13.333333333333334,2026-05-07 00:00:00+00:00,89,0.2472,348755.87,2023,1,1,3,26,0,0,2026,5,2,3,7,0,0,0.0007003791581036302,246420.66249999998,0.286875,0.098375,0.319625,0.48899722689710473,0.7497348837978528,-0.14828935434428303,-0.3643032556908099,-0.19816779040579033
CUS-004466,Customer 04466,Enterprise,Finance,Latin America,Country-02,2025-02-12 00:00:00+00:00,13713,335069230,81.59,45.75,65.62,1,27.0,2433087.9,977420.48,7,849757.92,0.093,6.285714285714286,2026-08-03 00:00:00+00:00,1,27.0,1016345.28,2025,2,1,2,12,0,0,2026,8,3,0,3,0,0,0.0025360667107510886,1370624.016,0.286875,0.099875,0.15975,0.8382809603950366,0.5603866458562958,1.087865452850241,-0.6037806305630783,2.2649819498245836
CUS-004467,Customer 04467,Enterprise,Logistics,Asia Pacific,Country-03,2023-04-12 00:00:00+00:00,7321,504289197,81.82,62.05,35.91,0,43.0,4206059.99,1752231.43,5,145951.55000000002,0.07848,10.4,2026-06-07 00:00:00+00:00,58,0.7414,133700.92,2023,4,2,2,12,0,0,2026,6,2,6,7,0,0,0.0002894203383063945,123710.94200000001,0.286875,0.10575,0.186,1.955988907588419,1.716631910868312,-0.48165633237458055,-0.44866460365717714,-0.46702699210831994
CUS-004468,Customer 04468,Mid-Market,Healthcare,Middle East & Africa,Country-04,2024-07-10 00:00:00+00:00,24231,19489430,38.2,15.71,83.85,1,9.0,736873.96,272720.26,2,265030.74,0.0764499999999999,11.5,2026-04-15 00:00:00+00:00,111,0.0811,304813.94,2024,7,3,2,10,0,0,2026,4,2,2,15,0,0,0.01359869118799267,214724.675,0.419125,0.100625,0.1235,-0.4191404801975183,-0.5458007259778404,-0.21610405714876008,-0.3044339119727428,-0.26761426833516805
CUS-004469,Customer 04469,SMB,Education,Europe,Country-05,2023-09-11 00:00:00+00:00,3421,2785368,45.35,20.98,74.03,1,8.0,727167.63,311238.43,2,68546.98000000001,0.02615,13.5,2026-04-17 00:00:00+00:00,109,0.0734,82554.04,2023,9,3,0,11,0,0,2026,4,2,4,17,0,0,0.02460966737608819,58147.706000000006,0.294,0.09575,0.211125,-0.48899722689710473,-0.5521307173896871,-0.6542722166141047,-0.30987657958347614,-0.6106772198178236
CUS-004470,Customer 04470,Enterprise,Logistics,North America,Country-06,2024-05-28 00:00:00+00:00,6705,960792825,64.86,64.33,27.86,0,49.0,5776111.59,2178076.82,8,1049834.36,0.084075,10.75,2026-08-02 00:00:00+00:00,2,24.5,905063.2,2024,5,2,1,28,0,0,2026,8,3,6,2,0,0,0.0010926750623892305,1349205.864,0.286875,0.10575,0.319625,2.3751293877859374,2.7405424047580036,1.5340454601301223,-0.6010592967577115,2.2180543940840955
CUS-004471,Customer 04471,SMB,Energy,Europe,Country-07,2025-01-14 00:00:00+00:00,18699,3451279,31.94,16.99,84.62,1,3.0,378260.03,191624.54,2,247325.37,0.0423,2.0,2026-06-01 00:00:00+00:00,64,0.0469,262503.92,2025,1,1,1,14,0,0,2026,6,2,0,1,1,0,0.0716619461944398,191979.02,0.294,0.100375,0.211125,-0.8382809603950366,-0.7796711071691486,-0.25558787701027397,-0.43233660082497705,-0.3174504069929947
CUS-004472,Customer 04472,Enterprise,Healthcare,Latin America,Country-08,2023-10-09 00:00:00+00:00,10232,933988357,63.23,54.7,35.21,0,45.0,3638388.44,1496665.55,12,766223.54,0.06935,10.5,2026-07-19 00:00:00+00:00,16,2.8125,627161.52,2023,10,4,0,9,0,0,2026,7,3,6,19,0,0,0.0008203780424641846,596308.4480000001,0.286875,0.100625,0.15975,2.0957024009875918,1.3464244239757617,0.9015797998442179,-0.5629606234825779,0.5684426322379151
CUS-004473,Customer 04473,Mid-Market,Energy,North America,Country-09,2023-01-16 00:00:00+00:00,17521,17067734,57.22,32.48,66.94,1,10.0,1351681.47,542004.5,2,276900.81,0.01775,17.0,2026-04-11 00:00:00+00:00,115,0.087,219064.89,2023,1,1,0,16,0,0,2026,4,2,5,11,0,0,0.01622364222456244,189608.0355,0.419125,0.100375,0.319625,-0.34928373349793196,-0.14485348245336527,-0.1896332347020357,-0.29354857675127605,-0.32264527661963577
CUS-004474,Customer 04474,Enterprise,Education,Middle East & Africa,Country-10,2024-08-19 00:00:00+00:00,5948,739452643,78.39,63.2,47.89,0,30.0,2512348.25,1050239.53,7,720765.06,0.0839857142857142,8.571428571428571,2026-05-05 00:00:00+00:00,91,0.3297,738998.49,2024,8,3,0,19,0,0,2026,5,2,1,5,0,0,0.0009747278163423916,555197.9955,0.286875,0.09575,0.1235,1.0478512004937959,0.6120763509044419,0.8002052205217732,-0.3588605880800765,0.4783688923928325
CUS-004475,Customer 04475,Mid-Market,Retail,Europe,Country-11,2024-04-23 00:00:00+00:00,16467,13516182,71.74,23.59,81.67,1,7.0,746075.53,232653.13,1,165316.81,0.1332,17.0,2026-03-27 00:00:00+00:00,130,0.0538,197794.68,2024,4,2,1,23,0,0,2026,3,1,4,27,0,0,0.01223102870322403,136699.862,0.419125,0.099375,0.211125,-0.5588539735966911,-0.5397999142317419,-0.4384708786161231,-0.2527285696707757,-0.438568035083982
CUS-004476,Customer 04476,Mid-Market,Manufacturing,Latin America,Country-12,2023-05-06 00:00:00+00:00,13960,18037590,71.09,28.89,72.53,1,13.0,1916638.29,843760.61,2,226142.1,0.11035,15.0,2026-06-08 00:00:00+00:00,57,0.2281,281302.29,2023,5,2,5,6,0,0,2026,6,2,0,8,0,0,0.012537268005315566,194615.1415,0.419125,0.100875,0.15975,-0.13971349339917277,0.22358359094762992,-0.30282757980992236,-0.45138593746254385,-0.3116746174370167
CUS-004477,Customer 04477,Mid-Market,Technology,Latin America,Country-13,2023-02-13 00:00:00+00:00,1199,22225863,62.1,17.42,74.9,1,10.0,1231066.3199999998,538373.29,2,289177.45,0.044,11.0,2026-03-13 00:00:00+00:00,144,0.0694,317945.21,2023,2,1,0,13,0,0,2026,3,1,4,13,0,0,0.013010853616797692,228686.8035,0.419125,0.098625,0.15975,-0.34928373349793196,-0.22351275569449913,-0.16225574175697685,-0.21462989639564214,-0.237022994006757
CUS-004478,Customer 04478,Enterprise,Finance,Europe,Country-14,2024-04-17 00:00:00+00:00,8086,925381467,72.78,66.86,32.72,0,63.0,6341387.29,2623713.98,13,1702365.69,0.0834538461538461,10.307692307692308,2026-07-28 00:00:00+00:00,7,9.0,1553303.53,2024,4,2,2,17,0,0,2026,7,3,1,28,0,0,0.0018396366803399575,1449602.5115,0.286875,0.099875,0.211125,3.3531238415801465,3.1091874360237544,2.9892214597118354,-0.5874526277308781,2.4380252520607484
CUS-004479,Customer 04479,SMB,Logistics,Latin America,Country-15,2024-07-06 00:00:00+00:00,7453,4757881,39.46,21.85,72.58,1,2.0,239387.97,106170.22,0,0.0,0.0,0.0,,999,0.002,0.0,2024,7,3,5,6,0,0,0,0,0,0,0,0,0,0.0,50.0,0.294,0.10575,0.15975,-0.908137707094623,-0.8702366398829008,-0.8071352525388437,2.1121105071928743,-0.7379703372029967
CUS-004480,Customer 04480,SMB,Telecom,Europe,Country-16,2023-04-15 00:00:00+00:00,14794,4002346,40.53,20.08,90.02,1,7.0,778290.01,318225.26,0,0.0,0.0,0.0,,999,0.007,0.0,2023,4,2,5,15,0,0,0,0,0,0,0,0,0,0.0,175.0,0.294,0.098375,0.211125,-0.5588539735966911,-0.5187912135449622,-0.8071352525388437,2.1121105071928743,-0.7376964599577721
CUS-004481,Customer 04481,Mid-Market,Government,Latin America,Country-17,2024-06-23 00:00:00+00:00,10971,13939641,47.08,26.07,70.61,1,7.0,1105348.51,382394.31,4,792694.37,0.103975,9.75,2026-07-07 00:00:00+00:00,28,0.25,846551.06,2024,6,2,6,23,0,0,2026,7,3,1,7,0,0,0.05686619691281863,619620.619,0.419125,0.100375,0.15975,-0.5588539735966911,-0.30549973301921274,0.9606110137247952,-0.5303046178181777,0.6195200176273865
CUS-004482,Customer 04482,Mid-Market,Healthcare,Latin America,Country-18,2024-02-05 00:00:00+00:00,11963,6462739,52.0,24.69,69.8,1,7.0,812315.17,400877.85,3,567291.85,0.0537666666666666,11.666666666666666,2026-06-05 00:00:00+00:00,60,0.1167,598453.21,2024,2,1,0,5,0,0,2026,6,2,4,5,0,0,0.08777885815905609,439292.8635,0.419125,0.100625,0.15975,-0.5588539735966911,-0.49660167634741037,0.45795263968283595,-0.4432219360464438,0.22441866631643684
CUS-004483,Customer 04483,SMB,Finance,Asia Pacific,Country-19,2023-05-04 00:00:00+00:00,4258,1783843,48.95,28.19,70.29,1,8.0,727603.22,340934.51,1,57064.72,0.1285,11.0,2026-07-26 00:00:00+00:00,9,0.8889,71192.43,2023,5,2,3,4,0,0,2026,7,3,6,26,0,0,0.03198976591549817,69965.7385,0.294,0.099875,0.186,-0.48899722689710473,-0.5518466469986035,-0.6798782042575748,-0.5820099601201447,-0.5847836983372287
CUS-004484,Customer 04484,Enterprise,Retail,North America,Country-20,2024-07-08 00:00:00+00:00,23224,583086489,93.56,61.49,33.04,0,36.0,3916819.56,1695733.74,11,1298349.26,0.0760363636363636,7.909090909090909,2026-07-10 00:00:00+00:00,25,1.44,1664131.46,2024,7,3,0,8,0,0,2026,7,3,4,10,0,0,0.002226683835920609,1137785.7149999999,0.286875,0.099375,0.319625,1.4669916806913141,1.528003517040894,2.088245544313742,-0.5384686192342778,1.7548290501394002
CUS-004485,Customer 04485,SMB,Healthcare,Middle East & Africa,Country-21,2024-08-04 00:00:00+00:00,18749,1302986,41.9,24.52,77.13,1,4.0,366158.35,132844.58000000002,0,0.0,0.0,0.0,,999,0.004,0.0,2024,8,3,6,4,0,0,0,0,0,0,0,0,0,0.0,100.0,0.294,0.100625,0.1235,-0.7684242136954503,-0.7875632281323673,-0.8071352525388437,2.1121105071928743,-0.7378607863049068
CUS-004486,Customer 04486,Mid-Market,Healthcare,Middle East & Africa,Country-22,2023-05-20 00:00:00+00:00,16758,20291204,46.69,11.43,100.0,1,3.0,246558.18,92486.78,1,53178.64,0.0425,10.0,2026-04-15 00:00:00+00:00,111,0.027,64223.59,2023,5,2,5,20,0,0,2026,4,2,2,15,0,0,0.0026207730206645203,44424.712499999994,0.419125,0.100625,0.1235,-0.8382809603950366,-0.865560581298334,-0.6885443480708603,-0.3044339119727428,-0.6407445450659405
CUS-004487,Customer 04487,SMB,Logistics,Asia Pacific,Country-23,2024-08-29 00:00:00+00:00,6909,2677476,57.57,14.82,85.23,1,10.0,1261935.64,525267.96,4,255801.78,0.079975,8.25,2026-06-06 00:00:00+00:00,59,0.1695,274283.89,2024,8,3,3,29,0,0,2026,6,2,5,6,0,0,0.09553840258512121,202557.5735,0.294,0.10575,0.186,-0.34928373349793196,-0.20338130225230716,-0.23668507828241142,-0.44594326985181043,-0.2942726062646693
CUS-004488,Customer 04488,Enterprise,Finance,Middle East & Africa,Country-00,2023-07-19 00:00:00+00:00,17072,595267252,43.97,41.32,52.22,0,23.0,2362748.96,1099959.19,4,170798.3,0.079525,6.25,2026-06-19 00:00:00+00:00,46,0.5,158134.6,2023,7,3,2,19,0,0,2026,6,2,4,19,0,0,0.00028692708934708873,136166.43,0.286875,0.099875,0.1235,0.5588539735966911,0.5145150459706122,-0.4262468943823743,-0.4813206093215774,-0.43973679417737904
CUS-004489,Customer 04489,Mid-Market,Healthcare,Europe,Country-01,2024-06-21 00:00:00+00:00,5891,15620422,72.6,38.69,60.2,1,15.0,1764834.0,698864.85,1,110863.07,0.0778,9.0,2026-04-17 00:00:00+00:00,109,0.1376,117649.06,2024,6,2,4,21,0,0,2026,4,2,4,17,0,0,0.007097315936790953,88962.399,0.419125,0.100625,0.211125,0.0,0.1245842933777449,-0.5599053169218865,-0.30987657958347614,-0.5431616739675784
CUS-004490,Customer 04490,Mid-Market,Finance,Europe,Country-02,2025-01-01 00:00:00+00:00,12174,12837714,37.94,15.31,75.8,1,5.0,723898.97,255905.25,1,16394.6,0.0796,11.0,2026-05-31 00:00:00+00:00,65,0.0769,20278.27,2025,1,1,2,1,1,0,2026,5,2,6,31,0,1,0.001277065371607437,15577.734499999999,0.419125,0.099875,0.211125,-0.6985674669958639,-0.5542623768045482,-0.7705745123170028,-0.42961526701961034,-0.7039487920074893
CUS-004491,Customer 04491,Mid-Market,Technology,Europe,Country-03,2025-04-23 00:00:00+00:00,6724,12116359,67.2,35.77,84.35,1,11.0,984976.15,402615.72,3,276473.28,0.0341666666666666,14.0,2026-07-24 00:00:00+00:00,11,1.0,291419.5,2025,4,2,2,23,0,0,2026,7,3,4,24,0,0,0.022818181600594702,237586.13700000002,0.419125,0.098625,0.211125,-0.27942698679834554,-0.38400067055417514,-0.190586647000417,-0.5765672925094114,-0.21752439446023958
CUS-004492,Customer 04492,SMB,Logistics,North America,Country-04,2023-08-19 00:00:00+00:00,7596,405618,37.33,19.29,93.31,1,3.0,204306.55,53390.69,0,0.0,0.0,0.0,,999,0.003,0.0,2023,8,3,5,19,0,0,0,0,0,0,0,0,0,0.0,75.0,0.294,0.10575,0.319625,-0.8382809603950366,-0.8931150179429287,-0.8071352525388437,2.1121105071928743,-0.7379155617539518
CUS-004493,Customer 04493,SMB,Government,Asia Pacific,Country-05,2023-11-01 00:00:00+00:00,16243,2007120,48.49,5.5,100.0,1,2.0,493892.94,229793.37,0,0.0,0.0,0.0,,999,0.002,0.0,2023,11,4,2,1,1,0,0,0,0,0,0,0,0,0.0,50.0,0.294,0.100375,0.186,-0.908137707094623,-0.704261006005593,-0.8071352525388437,2.1121105071928743,-0.7379703372029967
CUS-004494,Customer 04494,Enterprise,Retail,Asia Pacific,Country-06,2023-03-28 00:00:00+00:00,7866,787130731,100.0,91.14,14.12,0,73.0,6265471.79,2640529.01,17,1631372.71,0.0414823529411764,9.294117647058824,2026-07-30 00:00:00+00:00,5,14.6,1534789.28,2023,3,1,1,28,0,0,2026,7,3,3,30,0,0,0.002072556242248913,1554725.332,0.286875,0.099375,0.186,4.051691308576011,3.0596790777641383,2.8309037270831436,-0.5928952953416115,2.6683512399709586
CUS-004495,Customer 04495,Enterprise,Education,North America,Country-07,2025-05-22 00:00:00+00:00,18260,190823540,60.27,23.73,75.11,1,11.0,1411042.38,688965.3300000001,7,910540.77,0.0655428571428571,13.285714285714286,2026-07-01 00:00:00+00:00,34,0.3235,1087802.86,2025,5,2,3,22,0,0,2026,7,3,2,1,1,0,0.004771637555827756,753034.809,0.286875,0.09575,0.319625,-0.27942698679834554,-0.10614121422228198,1.2234141084315373,-0.5139766149859776,0.9118329042759192
CUS-004496,Customer 04496,Mid-Market,Finance,North America,Country-08,2023-10-25 00:00:00+00:00,12612,21832291,43.99,13.0,85.99,1,11.0,1018305.03,434471.52,1,31629.56,0.1006,1.0,2026-03-30 00:00:00+00:00,127,0.0866,40883.89,2023,10,4,2,25,0,0,2026,3,1,0,30,0,0,0.0014487513014552619,29126.1855,0.419125,0.099875,0.319625,-0.27942698679834554,-0.36226521295418906,-0.7365998246240955,-0.2608925710868758,-0.6742638925119693
CUS-004497,Customer 04497,Mid-Market,Education,Latin America,Country-09,2024-12-22 00:00:00+00:00,24527,16688396,59.09,36.37,62.08,1,14.0,1112170.7,528089.09,5,251057.57,0.1097799999999999,10.6,2026-07-06 00:00:00+00:00,29,0.4828,242356.02,2024,12,4,6,22,0,0,2026,7,3,0,6,0,0,0.015043840642324164,197317.635,0.419125,0.09575,0.15975,-0.06985674669958639,-0.3010506359753262,-0.2472648929389361,-0.5275832840128111,-0.30575340563687836
CUS-004498,Customer 04498,Mid-Market,Retail,Latin America,Country-10,2025-04-21 00:00:00+00:00,4817,3372917,79.35,35.99,80.65,1,9.0,1318347.4200000002,494336.95,6,970910.67,0.0526666666666666,11.166666666666666,2026-07-31 00:00:00+00:00,4,2.25,1122267.25,2025,4,2,0,21,0,0,2026,7,3,4,31,0,1,0.2878548953324378,837407.8055,0.419125,0.099375,0.15975,-0.4191404801975183,-0.16659231167327337,1.358041865810096,-0.5956166291469782,1.0966956550980136
CUS-004499,Customer 04499,SMB,Energy,Middle East & Africa,Country-11,2024-03-04 00:00:00+00:00,23622,1420970,46.51,14.84,83.82,1,2.0,300048.62,114079.0,0,0.0,0.0,0.0,,999,0.002,0.0,2024,3,1,0,4,0,0,0,0,0,0,0,0,0,0.0,50.0,0.294,0.100375,0.1235,-0.908137707094623,-0.8306767450990798,-0.8071352525388437,2.1121105071928743,-0.7379703372029967
CUS-004500,Customer 04500,SMB,Government,North America,Country-12,2024-09-16 00:00:00+00:00,3332,4249006,44.62,16.47,79.58,1,5.0,419901.93,165101.31,1,114528.09,0.0603,18.0,2026-04-09 00:00:00+00:00,117,0.0427,138940.49,2024,9,3,0,16,0,0,2026,4,2,3,9,0,0,0.026954089968336124,95507.9075,0.294,0.100375,0.319625,-0.6985674669958639,-0.7525143064655888,-0.5517321474558519,-0.2881059091405427,-0.5288203472749867
CUS-004501,Customer 04501,Enterprise,Retail,Latin America,Country-13,2024-03-01 00:00:00+00:00,13753,983079940,74.37,60.84,38.43,0,53.0,6770047.18,2769568.57,8,945985.69,0.081225,7.875,2026-06-29 00:00:00+00:00,36,1.4722,1000447.71,2024,3,1,4,1,1,0,2026,6,2,0,29,0,0,0.0009622673106319308,765355.9745,0.286875,0.099375,0.15975,2.6545563745842826,3.3887383499431443,1.3024579711853668,-0.5085339473752443,0.9388287991966868
CUS-004502,Customer 04502,Mid-Market,Logistics,North America,Country-14,2024-06-01 00:00:00+00:00,9324,13101011,43.93,13.83,89.79,1,9.0,953503.86,421072.0500000001,2,170062.3,0.0595,10.5,2026-07-06 00:00:00+00:00,29,0.3103,163444.91,2024,6,2,5,1,1,0,2026,7,3,0,6,0,0,0.012980853157057878,132988.1385,0.419125,0.10575,0.319625,-0.4191404801975183,-0.4045253513976198,-0.42788820949852685,-0.5275832840128111,-0.44670048794170425
CUS-004503,Customer 04503,Mid-Market,Manufacturing,North America,Country-15,2023-08-13 00:00:00+00:00,18813,24042260,60.51,34.39,41.24,0,18.0,2819888.35,1324197.11,6,981224.48,0.0728666666666666,8.166666666666666,2026-07-25 00:00:00+00:00,10,1.8,978807.57,2023,8,3,6,13,0,0,2026,7,3,5,25,0,0,0.04081248934168418,780072.4415,0.419125,0.100875,0.319625,0.20957024009875916,0.8126388901750528,1.381042154204288,-0.5792886263147781,0.9710728427278723
CUS-004504,Customer 04504,Mid-Market,Government,Latin America,Country-16,2025-01-26 00:00:00+00:00,3283,21639851,52.5,20.4,82.36,1,7.0,689781.0,311049.86,2,258295.58,0.0697,14.0,2026-06-19 00:00:00+00:00,46,0.1522,266934.94,2025,1,1,6,26,0,0,2026,6,2,4,19,0,0,0.011936107138630483,200550.461,0.419125,0.100375,0.15975,-0.5588539735966911,-0.5765124401229853,-0.23112378529781732,-0.4813206093215774,-0.2986702258035156
CUS-004505,Customer 04505,Enterprise,Logistics,Europe,Country-17,2023-04-21 00:00:00+00:00,6387,308293738,90.51,42.98,39.23,0,22.0,1571058.43,592713.85,2,140409.92,0.0037,7.5,2026-06-03 00:00:00+00:00,62,0.3548,157563.32,2023,4,2,4,21,0,0,2026,6,2,2,3,0,0,0.00045544201095644703,120181.13,0.286875,0.10575,0.211125,0.48899722689710473,-0.0017866103444363684,-0.49401443167773895,-0.4377792684357104,-0.4747608736020848
CUS-004506,Customer 04506,Mid-Market,Government,Latin America,Country-18,2024-08-17 00:00:00+00:00,5788,7794102,69.17,25.32,84.98,1,7.0,678244.18,219706.28,2,260732.78,0.0546,14.0,2026-06-20 00:00:00+00:00,45,0.1556,243560.19,2024,8,3,5,17,0,0,2026,6,2,5,20,0,0,0.03345257478026333,193429.1785,0.419125,0.100375,0.15975,-0.5588539735966911,-0.5840361871540488,-0.22568871301373164,-0.48404194312694404,-0.31427308367204276
CUS-004507,Customer 04507,Mid-Market,Education,North America,Country-19,2025-04-07 00:00:00+00:00,23020,2721603,39.47,16.61,71.32,1,6.0,309150.13,110709.86,2,140801.53,0.0225,5.0,2026-05-16 00:00:00+00:00,80,0.075,142085.29,2025,4,2,0,7,0,0,2026,5,2,5,16,0,0,0.051734779098935445,107925.4635,0.419125,0.09575,0.319625,-0.6287107202962775,-0.8247411875675681,-0.4931411226931785,-0.38879525993911007,-0.5016132590373726
CUS-004508,Customer 04508,Enterprise,Finance,North America,Country-20,2024-12-31 00:00:00+00:00,13387,817979764,68.04,53.26,41.12,0,37.0,4191624.87,1850128.09,11,702358.8300000001,0.0585727272727272,8.090909090909092,2026-08-01 00:00:00+00:00,3,12.3333,643179.13,2024,12,4,1,31,0,1,2026,8,3,5,1,1,0,0.0008586506181588132,814388.7275,0.286875,0.099875,0.319625,1.5368484273909007,1.7072180350131763,0.7591584494207123,-0.5983379629523449,1.0462604417360186
CUS-004509,Customer 04509,SMB,Telecom,Asia Pacific,Country-21,2024-11-13 00:00:00+00:00,4126,999803,51.39,20.7,65.88,1,7.0,719017.93,337083.2,2,75808.69,0.04175,5.0,2026-07-27 00:00:00+00:00,8,0.875,90755.57,2024,11,4,2,13,0,0,2026,7,3,0,27,0,0,0.07582362725456915,83962.9255,0.294,0.098375,0.186,-0.5588539735966911,-0.5574455512155644,-0.6380782568422075,-0.5847312939255115,-0.5541156102056041
