risk_id,customer_id,financial_risk,operational_risk,customer_risk,overall_risk,risk_category,confidence_score
RSK003845,CUS-003845,0.6186,0.4734,0.5276,0.5441,Medium,0.8814
RSK003846,CUS-003846,0.7292,0.4595,0.3656,0.4935,Medium,0.7774
RSK003847,CUS-003847,0.3961,0.4385,0.5462,0.4796,Medium,0.7203
RSK003848,CUS-003848,0.7695,0.3334,0.4081,0.5016,Medium,0.754
RSK003849,CUS-003849,0.7152,0.1346,0.01,0.2465,Low,0.7416
RSK003850,CUS-003850,0.3924,0.3555,0.132,0.2548,Low,0.8326
RSK003851,CUS-003851,0.7106,0.4529,0.791,0.6993,Medium,0.8568
RSK003852,CUS-003852,0.3551,0.2647,0.2491,0.284,Low,0.9644
RSK003853,CUS-003853,0.585,0.1465,0.6184,0.514,Medium,0.9586
RSK003854,CUS-003854,0.399,0.1205,0.8133,0.5504,Medium,0.9444
RSK003855,CUS-003855,0.314,0.2408,0.1894,0.2371,Low,0.7935
RSK003856,CUS-003856,0.4174,0.2327,0.4067,0.3751,Low,0.8463
RSK003857,CUS-003857,0.5848,0.2117,0.8021,0.6188,Medium,0.7521
RSK003858,CUS-003858,0.5551,0.3133,0.7591,0.6087,Medium,0.9858
RSK003859,CUS-003859,0.1903,0.2196,0.4191,0.3106,Low,0.7799
RSK003860,CUS-003860,0.6129,0.376,0.3054,0.4118,Medium,0.7098
RSK003861,CUS-003861,0.4721,0.3906,0.2116,0.3256,Low,0.904
RSK003862,CUS-003862,0.4522,0.1755,0.5146,0.4281,Medium,0.9827
RSK003863,CUS-003863,0.8266,0.2459,0.6087,0.6015,Medium,0.7737
RSK003864,CUS-003864,0.517,0.1443,0.1292,0.2486,Low,0.8119
RSK003865,CUS-003865,0.6322,0.4965,0.6942,0.6361,Medium,0.7739
RSK003866,CUS-003866,0.2473,0.344,0.411,0.3485,Low,0.9102
RSK003867,CUS-003867,0.6601,0.1789,0.7336,0.6006,Medium,0.8882
RSK003868,CUS-003868,0.4969,0.1193,0.5213,0.4336,Medium,0.9282
RSK003869,CUS-003869,0.2009,0.3885,0.4005,0.3382,Low,0.82
RSK003870,CUS-003870,0.3839,0.1808,0.1804,0.2415,Low,0.9366
RSK003871,CUS-003871,0.3988,0.3743,0.4493,0.4192,Medium,0.8806
RSK003872,CUS-003872,0.2113,0.3199,0.3373,0.296,Low,0.8476
RSK003873,CUS-003873,0.515,0.2284,0.5132,0.4568,Medium,0.785
RSK003874,CUS-003874,0.3504,0.3615,0.1228,0.2388,Low,0.7605
RSK003875,CUS-003875,0.7746,0.24,0.3026,0.4317,Medium,0.7666
RSK003876,CUS-003876,0.738,0.372,0.303,0.4473,Medium,0.9234
RSK003877,CUS-003877,0.4948,0.1379,0.5479,0.45,Medium,0.765
RSK003878,CUS-003878,0.1761,0.4457,0.3104,0.2972,Low,0.9317
RSK003879,CUS-003879,0.2496,0.4254,0.5526,0.4363,Medium,0.8906
RSK003880,CUS-003880,0.2114,0.4383,0.5218,0.412,Medium,0.7069
RSK003881,CUS-003881,0.6574,0.2649,0.2121,0.3563,Low,0.9507
RSK003882,CUS-003882,0.3414,0.4097,0.5045,0.4366,Medium,0.8436
RSK003883,CUS-003883,0.7667,0.1647,0.4367,0.4813,Medium,0.8594
RSK003884,CUS-003884,0.7696,0.4397,0.7729,0.7053,High,0.9044
RSK003885,CUS-003885,0.4162,0.1265,0.4074,0.3539,Low,0.9752
RSK003886,CUS-003886,0.8034,0.4314,0.5258,0.5902,Medium,0.8706
RSK003887,CUS-003887,0.5829,0.1054,0.6835,0.5377,Medium,0.7124
RSK003888,CUS-003888,0.7841,0.1673,0.3355,0.4364,Medium,0.9643
RSK003889,CUS-003889,0.3432,0.3864,0.2862,0.3233,Low,0.9058
RSK003890,CUS-003890,0.7488,0.475,0.2957,0.4675,Medium,0.9523
RSK003891,CUS-003891,0.3739,0.383,0.5948,0.4862,Medium,0.9411
RSK003892,CUS-003892,0.6419,0.1874,0.7168,0.5884,Medium,0.8076
RSK003893,CUS-003893,0.2354,0.3772,0.7357,0.5139,Medium,0.9138
RSK003894,CUS-003894,0.5887,0.2489,0.3353,0.394,Low,0.9754
RSK003895,CUS-003895,0.6088,0.4117,0.3039,0.4169,Medium,0.7465
RSK003896,CUS-003896,0.1164,0.1116,0.4894,0.3019,Low,0.8963
RSK003897,CUS-003897,0.4197,0.2559,0.2891,0.3216,Low,0.8602
RSK003898,CUS-003898,0.3619,0.2386,0.2223,0.2674,Low,0.9213
RSK003899,CUS-003899,0.2224,0.4405,0.2919,0.3008,Low,0.9897
RSK003900,CUS-003900,0.2236,0.1943,0.5088,0.3603,Low,0.8231
RSK003901,CUS-003901,0.5303,0.4289,0.6128,0.5513,Medium,0.9101
RSK003902,CUS-003902,0.8165,0.4278,0.6222,0.6416,Medium,0.8357
RSK003903,CUS-003903,0.2846,0.1142,0.7754,0.4959,Medium,0.968
RSK003904,CUS-003904,0.1272,0.3114,0.1915,0.1962,Low,0.8896
RSK003905,CUS-003905,0.8627,0.1979,0.1867,0.3917,Low,0.7202
RSK003906,CUS-003906,0.6897,0.3954,0.5661,0.569,Medium,0.7321
RSK003907,CUS-003907,0.2679,0.3458,0.0481,0.1736,Low,0.7614
RSK003908,CUS-003908,0.2856,0.2168,0.375,0.3165,Low,0.8239
RSK003909,CUS-003909,0.6883,0.1674,0.4994,0.4897,Medium,0.882
RSK003910,CUS-003910,0.7779,0.1635,0.3179,0.425,Medium,0.7401
RSK003911,CUS-003911,0.3179,0.3103,0.3596,0.3372,Low,0.9239
RSK003912,CUS-003912,0.163,0.1203,0.2168,0.1814,Low,0.8126
RSK003913,CUS-003913,0.1161,0.1118,0.8595,0.4869,Medium,0.7479
RSK003914,CUS-003914,0.6276,0.4574,0.3067,0.4331,Medium,0.8319
RSK003915,CUS-003915,0.7496,0.12,0.8176,0.6577,Medium,0.7704
RSK003916,CUS-003916,0.4781,0.4293,0.1588,0.3087,Low,0.7274
RSK003917,CUS-003917,0.1501,0.365,0.2012,0.2186,Low,0.7352
RSK003918,CUS-003918,0.1388,0.1397,0.1429,0.141,Low,0.944
RSK003919,CUS-003919,0.493,0.3532,0.4637,0.4504,Medium,0.7108
RSK003920,CUS-003920,0.4338,0.2651,0.1731,0.2697,Low,0.9548
RSK003921,CUS-003921,0.1227,0.2959,0.5278,0.3599,Low,0.9762
RSK003922,CUS-003922,0.6041,0.4705,0.551,0.5508,Medium,0.7576
RSK003923,CUS-003923,0.8944,0.3946,0.0953,0.3949,Low,0.8937
RSK003924,CUS-003924,0.8568,0.1662,0.0831,0.3318,Low,0.7074
RSK003925,CUS-003925,0.707,0.418,0.1786,0.385,Low,0.7686
RSK003926,CUS-003926,0.8122,0.4389,0.7308,0.6968,Medium,0.734
RSK003927,CUS-003927,0.3795,0.1596,0.01,0.1508,Low,0.8096
RSK003928,CUS-003928,0.762,0.3565,0.2927,0.4463,Medium,0.7764
RSK003929,CUS-003929,0.5646,0.2559,0.2669,0.354,Low,0.7285
RSK003930,CUS-003930,0.5688,0.4613,0.6336,0.5797,Medium,0.8191
RSK003931,CUS-003931,0.7054,0.2222,0.01,0.2611,Low,0.7307
RSK003932,CUS-003932,0.7565,0.2199,0.1861,0.364,Low,0.9041
RSK003933,CUS-003933,0.7932,0.3094,0.5263,0.563,Medium,0.9853
RSK003934,CUS-003934,0.592,0.3049,0.5833,0.5302,Medium,0.7878
RSK003935,CUS-003935,0.4335,0.3909,0.2055,0.311,Low,0.8297
RSK003936,CUS-003936,0.31,0.3536,0.3071,0.3173,Low,0.8102
RSK003937,CUS-003937,0.3781,0.129,0.4361,0.3573,Low,0.9317
RSK003938,CUS-003938,0.2467,0.1371,0.3459,0.2744,Low,0.7808
RSK003939,CUS-003939,0.5562,0.1328,0.2072,0.297,Low,0.7357
RSK003940,CUS-003940,0.3116,0.4868,0.8256,0.6036,Medium,0.7895
RSK003941,CUS-003941,0.3553,0.427,0.503,0.4435,Medium,0.9541
RSK003942,CUS-003942,0.6489,0.4846,0.8221,0.7026,High,0.8074
RSK003943,CUS-003943,0.458,0.4167,0.6479,0.5447,Medium,0.9622
RSK003944,CUS-003944,0.8272,0.4697,0.7999,0.742,High,0.9216
RSK003945,CUS-003945,0.8362,0.2406,0.1093,0.3536,Low,0.7119
RSK003946,CUS-003946,0.4536,0.4032,0.5162,0.4748,Medium,0.8477
RSK003947,CUS-003947,0.4369,0.1143,0.501,0.4044,Medium,0.8225
RSK003948,CUS-003948,0.5604,0.3584,0.8205,0.6501,Medium,0.7838
RSK003949,CUS-003949,0.6373,0.1491,0.6609,0.5515,Medium,0.7692
RSK003950,CUS-003950,0.1207,0.1255,0.01,0.0663,Low,0.9249
RSK003951,CUS-003951,0.2226,0.2992,0.1706,0.2119,Low,0.7962
RSK003952,CUS-003952,0.1503,0.4165,0.453,0.3549,Low,0.8793
RSK003953,CUS-003953,0.888,0.485,0.1329,0.4298,Medium,0.7788
RSK003954,CUS-003954,0.7213,0.4643,0.541,0.5797,Medium,0.8893
RSK003955,CUS-003955,0.4353,0.4402,0.3954,0.4163,Medium,0.9842
RSK003956,CUS-003956,0.516,0.2505,0.7745,0.5921,Medium,0.947
RSK003957,CUS-003957,0.4553,0.2427,0.302,0.3361,Low,0.8247
RSK003958,CUS-003958,0.599,0.3736,0.6654,0.5871,Medium,0.8846
RSK003959,CUS-003959,0.7885,0.2674,0.2782,0.4291,Medium,0.7631
RSK003960,CUS-003960,0.785,0.3807,0.5681,0.5957,Medium,0.8575
RSK003961,CUS-003961,0.8773,0.4264,0.3241,0.5105,Medium,0.9266
RSK003962,CUS-003962,0.1156,0.1174,0.3525,0.2344,Low,0.7088
RSK003963,CUS-003963,0.2137,0.2937,0.01,0.1279,Low,0.8396
RSK003964,CUS-003964,0.8658,0.1866,0.01,0.3021,Low,0.9813
RSK003965,CUS-003965,0.3526,0.3447,0.3973,0.3734,Low,0.9061
RSK003966,CUS-003966,0.8892,0.283,0.6985,0.6726,Medium,0.9714
RSK003967,CUS-003967,0.2207,0.4913,0.1907,0.2598,Low,0.8695
RSK003968,CUS-003968,0.1736,0.4472,0.6824,0.4827,Medium,0.7261
RSK003969,CUS-003969,0.183,0.3095,0.5293,0.3815,Low,0.8992
RSK003970,CUS-003970,0.3908,0.3229,0.2082,0.2859,Low,0.969
RSK003971,CUS-003971,0.5155,0.2189,0.4404,0.4186,Medium,0.7759
RSK003972,CUS-003972,0.5019,0.4119,0.2551,0.3605,Low,0.7543
RSK003973,CUS-003973,0.4925,0.1468,0.3891,0.3717,Low,0.9129
RSK003974,CUS-003974,0.2353,0.1298,0.1558,0.1745,Low,0.7875
RSK003975,CUS-003975,0.6624,0.3255,0.8383,0.683,Medium,0.958
RSK003976,CUS-003976,0.2173,0.1244,0.7548,0.4675,Medium,0.7385
RSK003977,CUS-003977,0.1392,0.3335,0.0273,0.1221,Low,0.7579
RSK003978,CUS-003978,0.2239,0.477,0.8462,0.5857,Medium,0.8719
RSK003979,CUS-003979,0.5887,0.2352,0.674,0.5606,Medium,0.8543
RSK003980,CUS-003980,0.6584,0.4544,0.2189,0.3979,Low,0.7578
RSK003981,CUS-003981,0.3567,0.3049,0.7181,0.527,Medium,0.9157
RSK003982,CUS-003982,0.6436,0.4269,0.4093,0.4831,Medium,0.7037
RSK003983,CUS-003983,0.3077,0.1644,0.3438,0.2971,Low,0.7545
RSK003984,CUS-003984,0.8849,0.1973,0.2273,0.4186,Medium,0.9775
RSK003985,CUS-003985,0.2185,0.3434,0.3171,0.2928,Low,0.9411
RSK003986,CUS-003986,0.2377,0.1433,0.233,0.2165,Low,0.7001
RSK003987,CUS-003987,0.8162,0.1961,0.7718,0.67,Medium,0.9305
RSK003988,CUS-003988,0.2793,0.1207,0.5908,0.4033,Medium,0.7563
RSK003989,CUS-003989,0.3476,0.3059,0.4823,0.4066,Medium,0.8096
RSK003990,CUS-003990,0.8448,0.323,0.0852,0.3606,Low,0.8967
RSK003991,CUS-003991,0.2888,0.1583,0.7172,0.4769,Medium,0.7121
RSK003992,CUS-003992,0.8894,0.1999,0.3796,0.4966,Medium,0.9513
RSK003993,CUS-003993,0.6279,0.3247,0.5967,0.5517,Medium,0.8209
RSK003994,CUS-003994,0.5385,0.3359,0.2446,0.351,Low,0.7775
RSK003995,CUS-003995,0.7817,0.4024,0.4318,0.5309,Medium,0.7532
RSK003996,CUS-003996,0.3675,0.4193,0.4946,0.4414,Medium,0.9104
RSK003997,CUS-003997,0.5761,0.3458,0.2671,0.3755,Low,0.9094
RSK003998,CUS-003998,0.7162,0.1482,0.329,0.409,Medium,0.9692
RSK003999,CUS-003999,0.7176,0.2434,0.1789,0.3534,Low,0.9337
RSK004000,CUS-004000,0.7859,0.4094,0.01,0.3226,Low,0.8946
RSK004001,CUS-004001,0.4871,0.1423,0.414,0.3816,Low,0.845
RSK004002,CUS-004002,0.2584,0.1831,0.2433,0.2358,Low,0.9352
RSK004003,CUS-004003,0.7152,0.3946,0.5079,0.5474,Medium,0.7296
RSK004004,CUS-004004,0.2738,0.3849,0.7347,0.5265,Medium,0.8307
RSK004005,CUS-004005,0.4828,0.318,0.4442,0.4305,Medium,0.9443
RSK004006,CUS-004006,0.5174,0.3317,0.3716,0.4074,Medium,0.8484
RSK004007,CUS-004007,0.3958,0.1665,0.5383,0.4212,Medium,0.8931
RSK004008,CUS-004008,0.2798,0.1986,0.3347,0.291,Low,0.9283
RSK004009,CUS-004009,0.4228,0.3189,0.3229,0.3521,Low,0.9142
RSK004010,CUS-004010,0.8993,0.4562,0.1186,0.4203,Medium,0.8855
RSK004011,CUS-004011,0.2909,0.1229,0.8343,0.529,Medium,0.9022
RSK004012,CUS-004012,0.3921,0.3044,0.2271,0.2921,Low,0.9711
RSK004013,CUS-004013,0.5748,0.4711,0.2172,0.3753,Low,0.8142
RSK004014,CUS-004014,0.4322,0.2092,0.6837,0.5133,Medium,0.8534
RSK004015,CUS-004015,0.2505,0.4673,0.4767,0.407,Medium,0.8826
RSK004016,CUS-004016,0.4947,0.3693,0.5219,0.4832,Medium,0.8688
RSK004017,CUS-004017,0.8286,0.1022,0.079,0.3085,Low,0.9583
RSK004018,CUS-004018,0.3104,0.3171,0.1573,0.2352,Low,0.7362
RSK004019,CUS-004019,0.3408,0.1279,0.2299,0.2428,Low,0.9868
RSK004020,CUS-004020,0.364,0.4876,0.5129,0.4632,Medium,0.9299
RSK004021,CUS-004021,0.4386,0.1069,0.3768,0.3414,Low,0.9083
RSK004022,CUS-004022,0.5527,0.1007,0.7241,0.548,Medium,0.9842
RSK004023,CUS-004023,0.7835,0.1608,0.4737,0.5041,Medium,0.7072
RSK004024,CUS-004024,0.8859,0.1042,0.3302,0.4517,Medium,0.7148
RSK004025,CUS-004025,0.8293,0.2245,0.0813,0.3343,Low,0.7202
RSK004026,CUS-004026,0.479,0.1004,0.748,0.5378,Medium,0.8685
RSK004027,CUS-004027,0.3091,0.3116,0.5111,0.4106,Medium,0.7667
RSK004028,CUS-004028,0.4124,0.1308,0.7703,0.535,Medium,0.7668
RSK004029,CUS-004029,0.1178,0.2913,0.606,0.3966,Low,0.8182
RSK004030,CUS-004030,0.6023,0.1809,0.01,0.2219,Low,0.859
RSK004031,CUS-004031,0.4652,0.2845,0.271,0.332,Low,0.7925
RSK004032,CUS-004032,0.1048,0.1007,0.5231,0.3131,Low,0.871
RSK004033,CUS-004033,0.6478,0.3116,0.5004,0.5069,Medium,0.9653
RSK004034,CUS-004034,0.2013,0.3664,0.1805,0.2239,Low,0.9012
RSK004035,CUS-004035,0.6122,0.3473,0.142,0.3241,Low,0.8117
RSK004036,CUS-004036,0.6148,0.3424,0.1865,0.3462,Low,0.7611
RSK004037,CUS-004037,0.2684,0.1304,0.2203,0.2167,Low,0.875
RSK004038,CUS-004038,0.7088,0.4879,0.4016,0.511,Medium,0.8385
RSK004039,CUS-004039,0.6232,0.4312,0.8143,0.6804,Medium,0.7578
RSK004040,CUS-004040,0.6316,0.1256,0.37,0.3996,Low,0.9564
RSK004041,CUS-004041,0.3722,0.3614,0.4665,0.4172,Medium,0.9775
RSK004042,CUS-004042,0.1344,0.2612,0.1341,0.1596,Low,0.7176
RSK004043,CUS-004043,0.5961,0.4123,0.4873,0.5049,Medium,0.8489
RSK004044,CUS-004044,0.7564,0.1713,0.0662,0.2943,Low,0.8337
RSK004045,CUS-004045,0.8728,0.202,0.5206,0.5625,Medium,0.7195
RSK004046,CUS-004046,0.5526,0.1185,0.2802,0.3296,Low,0.9248
RSK004047,CUS-004047,0.2827,0.4784,0.5811,0.471,Medium,0.7489
RSK004048,CUS-004048,0.4399,0.4984,0.1633,0.3133,Low,0.7292
RSK004049,CUS-004049,0.6586,0.104,0.1841,0.3104,Low,0.938
RSK004050,CUS-004050,0.7715,0.2782,0.1904,0.3823,Low,0.8997
RSK004051,CUS-004051,0.6011,0.4079,0.3825,0.4532,Medium,0.8844
RSK004052,CUS-004052,0.399,0.225,0.074,0.2017,Low,0.7563
RSK004053,CUS-004053,0.5304,0.2146,0.535,0.4695,Medium,0.8027
RSK004054,CUS-004054,0.5307,0.2097,0.2801,0.3412,Low,0.8003
RSK004055,CUS-004055,0.1748,0.4893,0.2523,0.2765,Low,0.7143
RSK004056,CUS-004056,0.6664,0.1076,0.7739,0.6084,Medium,0.8864
RSK004057,CUS-004057,0.6569,0.1746,0.8655,0.6647,Medium,0.7459
RSK004058,CUS-004058,0.765,0.4613,0.371,0.5073,Medium,0.8138
RSK004059,CUS-004059,0.4765,0.3796,0.1332,0.2855,Low,0.7299
RSK004060,CUS-004060,0.5033,0.4632,0.651,0.5691,Medium,0.7257
RSK004061,CUS-004061,0.4382,0.4947,0.5204,0.4906,Medium,0.7901
RSK004062,CUS-004062,0.7166,0.3071,0.3923,0.4726,Medium,0.8757
RSK004063,CUS-004063,0.8708,0.4385,0.1176,0.4077,Medium,0.8127
RSK004064,CUS-004064,0.7802,0.1753,0.2697,0.404,Medium,0.9041
RSK004065,CUS-004065,0.7209,0.4252,0.6964,0.6495,Medium,0.8718
RSK004066,CUS-004066,0.8249,0.2684,0.3846,0.4934,Medium,0.7333
RSK004067,CUS-004067,0.207,0.3458,0.0971,0.1798,Low,0.8676
RSK004068,CUS-004068,0.3178,0.1053,0.4926,0.3627,Low,0.7938
RSK004069,CUS-004069,0.4026,0.4256,0.801,0.6064,Medium,0.9313
RSK004070,CUS-004070,0.4379,0.3565,0.3956,0.4005,Medium,0.7552
RSK004071,CUS-004071,0.8457,0.3047,0.1477,0.3885,Low,0.9457
RSK004072,CUS-004072,0.6457,0.4246,0.3182,0.4377,Medium,0.8869
RSK004073,CUS-004073,0.322,0.1919,0.1003,0.1851,Low,0.9315
RSK004074,CUS-004074,0.4112,0.1318,0.7903,0.5449,Medium,0.8231
RSK004075,CUS-004075,0.478,0.2187,0.578,0.4761,Medium,0.9501
RSK004076,CUS-004076,0.7773,0.1356,0.4687,0.4947,Medium,0.8131
RSK004077,CUS-004077,0.1849,0.1411,0.4769,0.3221,Low,0.8208
RSK004078,CUS-004078,0.2609,0.2958,0.7246,0.4997,Medium,0.7032
RSK004079,CUS-004079,0.6654,0.4272,0.3305,0.4503,Medium,0.8866
RSK004080,CUS-004080,0.3237,0.2271,0.3379,0.3115,Low,0.711
RSK004081,CUS-004081,0.1862,0.3227,0.1496,0.1952,Low,0.8356
RSK004082,CUS-004082,0.1995,0.364,0.2739,0.2696,Low,0.8766
RSK004083,CUS-004083,0.8639,0.4398,0.3555,0.5249,Medium,0.8697
RSK004084,CUS-004084,0.6603,0.1469,0.7813,0.6181,Medium,0.8179
RSK004085,CUS-004085,0.1213,0.1507,0.6142,0.3736,Low,0.8319
RSK004086,CUS-004086,0.4625,0.415,0.0796,0.2616,Low,0.7777
RSK004087,CUS-004087,0.733,0.3708,0.6659,0.627,Medium,0.7265
RSK004088,CUS-004088,0.136,0.3466,0.3526,0.2864,Low,0.81
RSK004089,CUS-004089,0.7168,0.3228,0.4048,0.482,Medium,0.872
RSK004090,CUS-004090,0.6462,0.1002,0.4589,0.4433,Medium,0.7953
RSK004091,CUS-004091,0.349,0.3817,0.6033,0.4827,Medium,0.7755
RSK004092,CUS-004092,0.7408,0.2712,0.3426,0.4478,Medium,0.9505
RSK004093,CUS-004093,0.1078,0.3856,0.8209,0.5199,Medium,0.7681
RSK004094,CUS-004094,0.7771,0.1408,0.4721,0.4973,Medium,0.8934
RSK004095,CUS-004095,0.8727,0.1074,0.01,0.2883,Low,0.9439
RSK004096,CUS-004096,0.4673,0.4468,0.1296,0.2944,Low,0.7355
RSK004097,CUS-004097,0.4161,0.3808,0.4213,0.4116,Medium,0.7254
RSK004098,CUS-004098,0.7988,0.4319,0.0285,0.3403,Low,0.9221
RSK004099,CUS-004099,0.3625,0.1452,0.7719,0.5237,Medium,0.7995
RSK004100,CUS-004100,0.4557,0.2618,0.2303,0.3042,Low,0.7152
RSK004101,CUS-004101,0.8731,0.2192,0.3213,0.4664,Medium,0.8215
RSK004102,CUS-004102,0.4269,0.2771,0.561,0.464,Medium,0.7732
RSK004103,CUS-004103,0.6631,0.373,0.7212,0.6341,Medium,0.7935
RSK004104,CUS-004104,0.6847,0.437,0.3811,0.4834,Medium,0.9607
RSK004105,CUS-004105,0.8704,0.3602,0.6999,0.6831,Medium,0.8018
RSK004106,CUS-004106,0.4176,0.1416,0.3289,0.3181,Low,0.8759
RSK004107,CUS-004107,0.2784,0.3802,0.2578,0.2885,Low,0.7081
RSK004108,CUS-004108,0.387,0.1306,0.01,0.1472,Low,0.8801
RSK004109,CUS-004109,0.4891,0.2678,0.575,0.4878,Medium,0.8011
RSK004110,CUS-004110,0.6113,0.2987,0.6721,0.5792,Medium,0.7203
RSK004111,CUS-004111,0.5094,0.486,0.2757,0.3879,Low,0.7891
RSK004112,CUS-004112,0.4239,0.3373,0.2703,0.3298,Low,0.8369
RSK004113,CUS-004113,0.6623,0.4602,0.6243,0.6029,Medium,0.8793
RSK004114,CUS-004114,0.5952,0.3466,0.5318,0.5138,Medium,0.9465
RSK004115,CUS-004115,0.3512,0.3601,0.01,0.1824,Low,0.8616
RSK004116,CUS-004116,0.43,0.1471,0.2647,0.2908,Low,0.8809
RSK004117,CUS-004117,0.8737,0.2026,0.6936,0.6494,Medium,0.7412
RSK004118,CUS-004118,0.2717,0.2967,0.7564,0.5191,Medium,0.852
RSK004119,CUS-004119,0.8238,0.1846,0.5705,0.5693,Medium,0.9425
RSK004120,CUS-004120,0.5491,0.2226,0.6408,0.5297,Medium,0.7121
RSK004121,CUS-004121,0.2394,0.4055,0.6451,0.4755,Medium,0.9095
RSK004122,CUS-004122,0.2515,0.1093,0.6809,0.4378,Medium,0.7502
RSK004123,CUS-004123,0.1729,0.3105,0.5719,0.3999,Low,0.7936
RSK004124,CUS-004124,0.5823,0.4602,0.0108,0.2721,Low,0.7137
RSK004125,CUS-004125,0.843,0.3655,0.3771,0.5145,Medium,0.8013
RSK004126,CUS-004126,0.3777,0.4141,0.2473,0.3198,Low,0.8938
RSK004127,CUS-004127,0.4177,0.3582,0.8687,0.6313,Medium,0.8151
RSK004128,CUS-004128,0.5635,0.4921,0.1251,0.33,Low,0.7814
RSK004129,CUS-004129,0.4392,0.2817,0.751,0.5636,Medium,0.8798
RSK004130,CUS-004130,0.7903,0.3606,0.2864,0.4524,Medium,0.9581
RSK004131,CUS-004131,0.6444,0.227,0.01,0.2437,Low,0.9426
RSK004132,CUS-004132,0.851,0.3734,0.1535,0.4067,Medium,0.9751
RSK004133,CUS-004133,0.6345,0.3209,0.7124,0.6107,Medium,0.9379
RSK004134,CUS-004134,0.3029,0.4268,0.3276,0.34,Low,0.8886
RSK004135,CUS-004135,0.3654,0.1096,0.0948,0.1789,Low,0.9229
RSK004136,CUS-004136,0.6509,0.2011,0.5012,0.4861,Medium,0.9636
RSK004137,CUS-004137,0.1613,0.2347,0.4634,0.327,Low,0.8106
RSK004138,CUS-004138,0.4003,0.4643,0.1583,0.2921,Low,0.7332
RSK004139,CUS-004139,0.2044,0.3754,0.2442,0.2585,Low,0.8652
RSK004140,CUS-004140,0.7664,0.1924,0.5322,0.5345,Medium,0.8487
RSK004141,CUS-004141,0.8459,0.2043,0.1811,0.3852,Low,0.7925
RSK004142,CUS-004142,0.6021,0.4664,0.1827,0.3653,Low,0.7722
RSK004143,CUS-004143,0.755,0.167,0.4569,0.4883,Medium,0.8005
RSK004144,CUS-004144,0.1524,0.4791,0.3001,0.2916,Low,0.798
RSK004145,CUS-004145,0.7923,0.2166,0.377,0.4695,Medium,0.7057
RSK004146,CUS-004146,0.2175,0.1125,0.6437,0.4096,Medium,0.8677
RSK004147,CUS-004147,0.6855,0.1742,0.5617,0.5213,Medium,0.8637
RSK004148,CUS-004148,0.6712,0.266,0.7619,0.6355,Medium,0.7342
RSK004149,CUS-004149,0.8131,0.2372,0.8215,0.7021,High,0.7476
RSK004150,CUS-004150,0.4813,0.3966,0.0263,0.2369,Low,0.749
RSK004151,CUS-004151,0.1185,0.3692,0.414,0.3164,Low,0.8599
RSK004152,CUS-004152,0.7871,0.2236,0.01,0.2858,Low,0.8247
RSK004153,CUS-004153,0.2563,0.4436,0.7021,0.5167,Medium,0.8321
RSK004154,CUS-004154,0.2062,0.322,0.0848,0.1687,Low,0.8477
RSK004155,CUS-004155,0.1761,0.3488,0.5473,0.3962,Low,0.7614
RSK004156,CUS-004156,0.4678,0.4054,0.7788,0.6108,Medium,0.7258
RSK004157,CUS-004157,0.3524,0.102,0.753,0.5026,Medium,0.7532
RSK004158,CUS-004158,0.802,0.2682,0.5827,0.5856,Medium,0.897
RSK004159,CUS-004159,0.2923,0.2236,0.8481,0.5565,Medium,0.7131
RSK004160,CUS-004160,0.403,0.4634,0.5428,0.485,Medium,0.9516
RSK004161,CUS-004161,0.8283,0.1119,0.7115,0.6266,Medium,0.9221
RSK004162,CUS-004162,0.6951,0.4373,0.129,0.3605,Low,0.8931
RSK004163,CUS-004163,0.7304,0.4621,0.3741,0.4986,Medium,0.8484
RSK004164,CUS-004164,0.7855,0.1059,0.3546,0.4341,Medium,0.8811
RSK004165,CUS-004165,0.8673,0.4871,0.01,0.3626,Low,0.9696
RSK004166,CUS-004166,0.6648,0.2275,0.4066,0.4482,Medium,0.7198
RSK004167,CUS-004167,0.2657,0.1074,0.1058,0.1541,Low,0.9098
RSK004168,CUS-004168,0.1647,0.3594,0.0989,0.1707,Low,0.7861
RSK004169,CUS-004169,0.4855,0.3067,0.6869,0.5504,Medium,0.9389
RSK004170,CUS-004170,0.7734,0.3604,0.4925,0.5504,Medium,0.7165
RSK004171,CUS-004171,0.4,0.3105,0.1892,0.2767,Low,0.7815
RSK004172,CUS-004172,0.2035,0.1733,0.7841,0.4878,Medium,0.8394
RSK004173,CUS-004173,0.8721,0.2931,0.1753,0.4079,Medium,0.8601
RSK004174,CUS-004174,0.2463,0.2593,0.1822,0.2168,Low,0.9695
RSK004175,CUS-004175,0.4205,0.4759,0.625,0.5338,Medium,0.733
RSK004176,CUS-004176,0.5196,0.3146,0.1881,0.3128,Low,0.7124
RSK004177,CUS-004177,0.3423,0.1522,0.098,0.1821,Low,0.8002
RSK004178,CUS-004178,0.3795,0.2977,0.0111,0.1789,Low,0.7095
RSK004179,CUS-004179,0.3592,0.4482,0.6047,0.4998,Medium,0.9717
RSK004180,CUS-004180,0.6046,0.3658,0.4532,0.4811,Medium,0.7183
RSK004181,CUS-004181,0.2759,0.3336,0.8302,0.5646,Medium,0.8812
RSK004182,CUS-004182,0.7928,0.2142,0.7207,0.641,Medium,0.9546
RSK004183,CUS-004183,0.6121,0.3332,0.7953,0.6479,Medium,0.7667
RSK004184,CUS-004184,0.4726,0.3378,0.5926,0.5056,Medium,0.9714
