inventory_id,product_id,warehouse_id,warehouse_name,current_stock,minimum_stock,maximum_stock,reorder_level,lead_time_days,stockout_risk,inventory_turnover,last_restock_date
INV000556,PRD-00556,W03,WH_RIO,345,45,454,90,5,0.2418,5.28,2026-07-24
INV000557,PRD-00557,W02,WH_SAO_PAULO,313,42,421,84,12,0.2583,4.77,2026-07-16
INV000558,PRD-00558,W01,WH_BAHIA,307,41,410,82,12,0.253,4.34,2026-07-09
INV000559,PRD-00559,W03,WH_MINAS,284,32,326,65,11,0.1315,3.89,2026-07-30
INV000560,PRD-00560,W02,WH_MINAS,363,41,411,82,3,0.1189,5.37,2026-07-19
INV000561,PRD-00561,W02,WH_BAHIA,124,27,272,54,6,0.5458,3.66,2026-08-02
INV000562,PRD-00562,W03,WH_BAHIA,90,14,141,28,4,0.3662,2.45,2026-07-20
INV000563,PRD-00563,W02,WH_BAHIA,242,37,376,75,12,0.3581,4.45,2026-07-19
INV000564,PRD-00564,W01,WH_RIO,104,19,194,38,8,0.4667,2.25,2026-08-04
INV000565,PRD-00565,W01,WH_SAO_PAULO,303,51,511,102,5,0.4082,6.0,2026-07-11
INV000566,PRD-00566,W02,WH_SAO_PAULO,290,61,615,123,8,0.5292,6.81,2026-07-10
INV000567,PRD-00567,W01,WH_BAHIA,602,73,734,146,4,0.181,9.32,2026-08-01
INV000568,PRD-00568,W01,WH_MINAS,252,37,371,74,4,0.3226,4.79,2026-07-29
INV000569,PRD-00569,W01,WH_BAHIA,131,26,261,52,3,0.5,3.63,2026-07-07
INV000570,PRD-00570,W01,WH_MINAS,207,40,401,80,3,0.4851,4.44,2026-07-11
INV000571,PRD-00571,W03,WH_BAHIA,165,34,347,69,12,0.5259,4.18,2026-07-07
INV000572,PRD-00572,W01,WH_SAO_PAULO,186,37,377,75,2,0.5079,4.92,2026-07-08
INV000573,PRD-00573,W02,WH_BAHIA,467,57,572,114,6,0.185,7.0,2026-07-25
INV000574,PRD-00574,W01,WH_RIO,275,31,319,63,8,0.1406,4.52,2026-07-17
INV000575,PRD-00575,W01,WH_MINAS,257,35,351,70,8,0.2699,4.59,2026-08-01
INV000576,PRD-00576,W01,WH_SAO_PAULO,115,23,234,46,6,0.5106,2.62,2026-07-29
INV000577,PRD-00577,W01,WH_MINAS,317,35,357,71,2,0.1145,4.34,2026-07-18
INV000578,PRD-00578,W03,WH_SAO_PAULO,520,67,675,135,2,0.2308,8.19,2026-07-16
INV000579,PRD-00579,W03,WH_RIO,149,27,274,54,10,0.4582,3.67,2026-07-09
INV000580,PRD-00580,W02,WH_SAO_PAULO,365,54,540,108,5,0.3253,7.22,2026-07-15
INV000581,PRD-00581,W01,WH_SAO_PAULO,236,33,339,67,3,0.3059,4.25,2026-07-31
INV000582,PRD-00582,W02,WH_BAHIA,269,54,545,109,6,0.5073,6.69,2026-07-31
INV000583,PRD-00583,W02,WH_MINAS,295,51,518,103,8,0.4316,5.53,2026-07-22
INV000584,PRD-00584,W01,WH_SAO_PAULO,108,22,224,44,9,0.52,2.4,2026-07-08
INV000585,PRD-00585,W03,WH_SAO_PAULO,442,51,513,102,4,0.1401,6.88,2026-07-21
INV000586,PRD-00586,W02,WH_RIO,154,18,185,37,7,0.172,2.14,2026-07-09
INV000587,PRD-00587,W01,WH_RIO,153,20,202,40,12,0.2463,2.26,2026-07-22
INV000588,PRD-00588,W03,WH_MINAS,180,32,328,65,2,0.4529,4.37,2026-07-20
INV000589,PRD-00589,W04,WH_BAHIA,552,64,646,129,13,0.1468,8.44,2026-07-19
INV000590,PRD-00590,W01,WH_SAO_PAULO,281,45,451,90,8,0.3783,5.26,2026-07-25
INV000591,PRD-00591,W02,WH_RIO,157,23,239,47,11,0.3458,2.37,2026-07-30
INV000592,PRD-00592,W04,WH_MINAS,130,15,153,30,8,0.1558,2.45,2026-07-10
INV000593,PRD-00593,W01,WH_RIO,337,48,480,96,2,0.2994,5.22,2026-07-14
INV000594,PRD-00594,W01,WH_SAO_PAULO,277,37,379,75,11,0.2711,4.15,2026-07-12
INV000595,PRD-00595,W01,WH_RIO,185,40,406,81,7,0.5455,5.35,2026-08-04
INV000596,PRD-00596,W04,WH_RIO,358,44,443,88,13,0.1937,4.72,2026-07-24
INV000597,PRD-00597,W03,WH_MINAS,390,57,576,115,12,0.3241,7.44,2026-08-04
INV000598,PRD-00598,W01,WH_RIO,307,35,355,71,9,0.1376,4.07,2026-07-13
INV000599,PRD-00599,W02,WH_BAHIA,317,60,601,120,3,0.4734,7.65,2026-08-02
INV000600,PRD-00600,W02,WH_MINAS,178,25,254,50,9,0.302,2.75,2026-07-21
INV000601,PRD-00601,W04,WH_RIO,86,16,163,32,7,0.4756,2.29,2026-07-18
INV000602,PRD-00602,W03,WH_RIO,337,54,548,109,3,0.3862,6.36,2026-07-12
INV000603,PRD-00603,W04,WH_RIO,128,20,209,41,12,0.3905,2.2,2026-07-30
INV000604,PRD-00604,W01,WH_MINAS,172,39,399,79,2,0.57,4.96,2026-08-04
INV000605,PRD-00605,W01,WH_BAHIA,511,63,636,127,8,0.1978,7.39,2026-08-01
INV000606,PRD-00606,W02,WH_BAHIA,94,16,167,33,3,0.4405,2.49,2026-08-04
INV000607,PRD-00607,W04,WH_SAO_PAULO,316,43,437,87,12,0.2785,4.64,2026-07-13
INV000608,PRD-00608,W04,WH_SAO_PAULO,133,16,161,32,9,0.179,2.55,2026-08-03
INV000609,PRD-00609,W02,WH_SAO_PAULO,242,36,366,73,2,0.3406,4.83,2026-08-02
INV000610,PRD-00610,W01,WH_SAO_PAULO,63,11,114,22,11,0.4522,1.28,2026-07-26
INV000611,PRD-00611,W03,WH_MINAS,110,19,192,38,5,0.4301,2.81,2026-07-26
INV000612,PRD-00612,W03,WH_RIO,133,26,262,52,11,0.4943,3.56,2026-07-17
INV000613,PRD-00613,W01,WH_RIO,89,15,155,31,11,0.4295,1.61,2026-07-12
INV000614,PRD-00614,W04,WH_MINAS,356,46,462,92,10,0.2311,5.46,2026-07-22
INV000615,PRD-00615,W01,WH_BAHIA,344,42,426,85,6,0.1944,4.78,2026-07-08
INV000616,PRD-00616,W04,WH_SAO_PAULO,554,65,651,130,10,0.1503,7.78,2026-07-18
INV000617,PRD-00617,W03,WH_MINAS,169,20,209,41,10,0.1952,2.05,2026-07-20
INV000618,PRD-00618,W03,WH_BAHIA,196,31,317,63,6,0.3836,3.99,2026-07-17
INV000619,PRD-00619,W03,WH_RIO,77,17,178,35,6,0.5698,1.49,2026-07-10
INV000620,PRD-00620,W04,WH_SAO_PAULO,218,27,276,55,2,0.213,3.91,2026-07-21
INV000621,PRD-00621,W02,WH_MINAS,437,69,695,139,10,0.3721,8.27,2026-07-12
INV000622,PRD-00622,W04,WH_SAO_PAULO,238,49,497,99,10,0.5221,5.53,2026-07-07
INV000623,PRD-00623,W02,WH_BAHIA,106,20,205,41,2,0.4854,2.91,2026-07-27
INV000624,PRD-00624,W01,WH_MINAS,89,13,131,26,11,0.3258,2.37,2026-07-15
INV000625,PRD-00625,W03,WH_MINAS,78,12,127,25,4,0.3906,1.45,2026-07-27
INV000626,PRD-00626,W04,WH_SAO_PAULO,213,46,467,93,8,0.5449,5.05,2026-07-13
INV000627,PRD-00627,W03,WH_SAO_PAULO,228,25,259,51,7,0.1231,3.27,2026-07-27
INV000628,PRD-00628,W01,WH_SAO_PAULO,179,83,838,167,4,0.7867,10.26,2026-07-31
INV000629,PRD-00629,W01,WH_RIO,186,34,343,68,11,0.4593,4.89,2026-08-01
INV000630,PRD-00630,W04,WH_RIO,190,27,270,54,5,0.2989,2.72,2026-07-08
INV000631,PRD-00631,W04,WH_RIO,144,18,180,36,13,0.2044,2.11,2026-07-28
INV000632,PRD-00632,W01,WH_SAO_PAULO,261,54,547,109,3,0.5237,6.76,2026-07-29
INV000633,PRD-00633,W03,WH_SAO_PAULO,171,29,297,59,2,0.4262,3.77,2026-07-08
INV000634,PRD-00634,W02,WH_MINAS,276,36,361,72,10,0.2376,5.05,2026-07-22
INV000635,PRD-00635,W02,WH_MINAS,312,37,379,75,11,0.1789,4.31,2026-08-04
INV000636,PRD-00636,W01,WH_BAHIA,158,34,349,69,2,0.5486,3.87,2026-07-13
INV000637,PRD-00637,W03,WH_SAO_PAULO,271,48,488,97,2,0.4458,5.31,2026-07-22
INV000638,PRD-00638,W02,WH_BAHIA,86,18,189,37,4,0.5474,2.38,2026-07-19
INV000639,PRD-00639,W02,WH_BAHIA,260,33,339,67,6,0.2353,4.22,2026-07-18
INV000640,PRD-00640,W02,WH_MINAS,236,30,300,60,2,0.2159,3.91,2026-07-20
INV000641,PRD-00641,W01,WH_SAO_PAULO,319,50,500,100,5,0.3633,6.12,2026-07-10
INV000642,PRD-00642,W01,WH_RIO,470,56,567,113,8,0.1725,7.31,2026-08-03
INV000643,PRD-00643,W02,WH_RIO,201,22,227,45,7,0.1184,2.39,2026-08-03
INV000644,PRD-00644,W04,WH_BAHIA,331,50,503,100,2,0.3433,5.95,2026-07-20
INV000645,PRD-00645,W03,WH_SAO_PAULO,156,18,189,37,13,0.1789,2.95,2026-07-22
INV000646,PRD-00646,W03,WH_MINAS,201,34,347,69,7,0.4224,4.4,2026-07-15
INV000647,PRD-00647,W04,WH_SAO_PAULO,198,36,364,72,3,0.4575,3.92,2026-07-26
INV000648,PRD-00648,W02,WH_SAO_PAULO,428,55,554,110,4,0.2288,7.22,2026-07-13
INV000649,PRD-00649,W01,WH_RIO,305,48,489,97,5,0.3776,5.51,2026-07-20
INV000650,PRD-00650,W03,WH_SAO_PAULO,116,19,197,39,4,0.4141,1.7,2026-07-07
INV000651,PRD-00651,W02,WH_SAO_PAULO,344,48,482,96,9,0.2878,6.04,2026-07-29
INV000652,PRD-00652,W02,WH_SAO_PAULO,173,39,397,79,4,0.5653,5.3,2026-07-26
INV000653,PRD-00653,W03,WH_MINAS,459,69,690,138,10,0.3357,7.85,2026-07-20
INV000654,PRD-00654,W01,WH_MINAS,131,27,276,55,10,0.5271,2.74,2026-07-15
INV000655,PRD-00655,W02,WH_BAHIA,178,31,314,62,12,0.4349,3.72,2026-08-03
INV000656,PRD-00656,W02,WH_BAHIA,353,72,720,144,11,0.5104,8.34,2026-07-27
INV000657,PRD-00657,W02,WH_MINAS,237,58,587,117,5,0.5969,7.05,2026-07-26
INV000658,PRD-00658,W02,WH_RIO,78,19,196,39,13,0.6041,2.19,2026-07-20
INV000659,PRD-00659,W03,WH_SAO_PAULO,223,34,349,69,10,0.3629,4.85,2026-07-18
INV000660,PRD-00660,W02,WH_RIO,360,44,441,88,2,0.1855,5.94,2026-07-10
INV000661,PRD-00661,W02,WH_BAHIA,228,50,500,100,3,0.5449,5.94,2026-07-07
INV000662,PRD-00662,W04,WH_BAHIA,108,21,217,43,4,0.5046,2.31,2026-07-14
INV000663,PRD-00663,W01,WH_RIO,338,65,657,131,4,0.4863,7.75,2026-07-15
INV000664,PRD-00664,W04,WH_MINAS,70,16,162,32,5,0.5706,1.58,2026-07-21
INV000665,PRD-00665,W04,WH_BAHIA,130,22,222,44,5,0.417,3.34,2026-07-28
INV000666,PRD-00666,W02,WH_BAHIA,283,63,630,126,12,0.5515,7.18,2026-07-16
INV000667,PRD-00667,W03,WH_SAO_PAULO,310,37,370,74,10,0.1644,4.33,2026-07-27
INV000668,PRD-00668,W04,WH_RIO,282,37,377,75,7,0.254,4.81,2026-07-29
INV000669,PRD-00669,W03,WH_BAHIA,246,40,401,80,4,0.3881,4.78,2026-07-23
INV000670,PRD-00670,W01,WH_RIO,134,24,240,48,11,0.444,3.32,2026-07-23
INV000671,PRD-00671,W01,WH_RIO,139,17,173,34,5,0.2011,1.49,2026-08-04
INV000672,PRD-00672,W02,WH_RIO,335,42,429,85,12,0.2209,5.91,2026-07-20
INV000673,PRD-00673,W04,WH_MINAS,356,45,459,91,9,0.2261,4.96,2026-07-07
INV000674,PRD-00674,W04,WH_RIO,331,40,409,81,12,0.1927,5.23,2026-07-25
INV000675,PRD-00675,W02,WH_SAO_PAULO,183,28,280,56,12,0.3488,4.06,2026-07-18
INV000676,PRD-00676,W02,WH_MINAS,115,21,210,42,2,0.455,3.1,2026-07-21
INV000677,PRD-00677,W04,WH_RIO,207,32,326,65,7,0.367,4.19,2026-07-11
INV000678,PRD-00678,W03,WH_SAO_PAULO,496,73,738,147,10,0.3288,8.7,2026-07-12
INV000679,PRD-00679,W02,WH_RIO,143,34,343,68,5,0.5843,4.5,2026-07-11
INV000680,PRD-00680,W02,WH_SAO_PAULO,257,31,315,63,8,0.1867,4.41,2026-07-07
INV000681,PRD-00681,W04,WH_RIO,221,34,348,69,5,0.3668,4.69,2026-08-04
INV000682,PRD-00682,W02,WH_RIO,175,33,337,67,5,0.4822,4.22,2026-07-27
INV000683,PRD-00683,W02,WH_SAO_PAULO,396,63,631,126,8,0.3734,7.82,2026-07-09
INV000684,PRD-00684,W03,WH_SAO_PAULO,358,49,490,98,6,0.2709,6.34,2026-07-11
INV000685,PRD-00685,W03,WH_MINAS,159,26,269,53,6,0.4111,2.69,2026-07-16
INV000686,PRD-00686,W01,WH_RIO,159,30,304,60,10,0.4787,3.37,2026-08-03
INV000687,PRD-00687,W03,WH_SAO_PAULO,267,35,354,70,10,0.2479,4.91,2026-07-09
INV000688,PRD-00688,W04,WH_SAO_PAULO,224,38,389,77,7,0.4256,5.08,2026-07-18
INV000689,PRD-00689,W01,WH_SAO_PAULO,211,24,240,48,9,0.1245,2.79,2026-07-21
INV000690,PRD-00690,W02,WH_BAHIA,120,28,288,57,2,0.5848,2.77,2026-07-17
INV000691,PRD-00691,W02,WH_BAHIA,487,66,665,133,5,0.2688,8.24,2026-07-23
INV000692,PRD-00692,W04,WH_RIO,401,64,644,128,3,0.3783,8.52,2026-07-20
INV000693,PRD-00693,W04,WH_SAO_PAULO,205,30,307,61,13,0.3344,3.88,2026-07-25
INV000694,PRD-00694,W02,WH_RIO,211,29,293,58,10,0.2823,3.86,2026-07-19
INV000695,PRD-00695,W01,WH_SAO_PAULO,391,49,491,98,12,0.2053,6.52,2026-07-31
INV000696,PRD-00696,W03,WH_MINAS,84,15,154,30,10,0.4581,1.89,2026-07-18
INV000697,PRD-00697,W02,WH_RIO,517,61,613,122,2,0.158,7.26,2026-07-11
INV000698,PRD-00698,W02,WH_MINAS,233,26,268,53,13,0.1338,3.17,2026-07-07
INV000699,PRD-00699,W03,WH_MINAS,209,44,449,89,4,0.5356,5.28,2026-08-03
INV000700,PRD-00700,W03,WH_MINAS,78,16,164,32,2,0.5273,1.3,2026-07-13
INV000701,PRD-00701,W03,WH_SAO_PAULO,355,49,499,99,11,0.29,6.5,2026-08-01
INV000702,PRD-00702,W04,WH_SAO_PAULO,316,46,460,92,2,0.3145,5.68,2026-07-29
INV000703,PRD-00703,W04,WH_BAHIA,247,43,436,87,13,0.4348,4.99,2026-07-17
INV000704,PRD-00704,W04,WH_MINAS,92,22,225,45,12,0.5929,2.43,2026-07-26
INV000705,PRD-00705,W04,WH_SAO_PAULO,126,28,286,57,5,0.561,3.87,2026-08-04
INV000706,PRD-00706,W04,WH_RIO,189,40,409,81,6,0.539,5.46,2026-07-18
INV000707,PRD-00707,W03,WH_SAO_PAULO,189,26,261,52,7,0.2786,2.45,2026-07-15
INV000708,PRD-00708,W03,WH_RIO,230,25,256,51,7,0.1051,2.76,2026-07-29
INV000709,PRD-00709,W02,WH_RIO,243,58,589,117,8,0.5881,7.46,2026-07-31
INV000710,PRD-00710,W02,WH_MINAS,120,14,140,28,6,0.1489,1.76,2026-07-12
INV000711,PRD-00711,W03,WH_SAO_PAULO,333,60,601,120,8,0.4468,7.55,2026-07-08
INV000712,PRD-00712,W01,WH_SAO_PAULO,102,22,225,45,9,0.5487,2.81,2026-07-12
INV000713,PRD-00713,W02,WH_RIO,330,47,478,95,2,0.3111,5.15,2026-07-19
INV000714,PRD-00714,W02,WH_MINAS,269,42,422,84,3,0.3641,4.79,2026-07-10
INV000715,PRD-00715,W02,WH_MINAS,149,22,221,44,8,0.3288,2.69,2026-07-26
INV000716,PRD-00716,W01,WH_SAO_PAULO,226,26,264,52,8,0.1472,3.58,2026-07-10
INV000717,PRD-00717,W01,WH_SAO_PAULO,454,52,521,104,5,0.1303,5.62,2026-07-11
INV000718,PRD-00718,W04,WH_BAHIA,245,32,323,64,7,0.2438,3.94,2026-07-15
INV000719,PRD-00719,W04,WH_MINAS,294,84,847,169,2,0.6533,9.83,2026-07-15
INV000720,PRD-00720,W04,WH_MINAS,233,27,276,55,4,0.1588,3.4,2026-07-21
INV000721,PRD-00721,W01,WH_SAO_PAULO,205,26,269,53,5,0.2407,3.63,2026-07-10
INV000722,PRD-00722,W01,WH_MINAS,167,20,201,40,4,0.1733,2.78,2026-07-09
INV000723,PRD-00723,W03,WH_RIO,181,25,255,51,13,0.293,2.78,2026-07-07
INV000724,PRD-00724,W04,WH_MINAS,225,35,351,70,4,0.3608,4.73,2026-07-10
INV000725,PRD-00725,W02,WH_SAO_PAULO,357,79,798,159,13,0.5532,9.87,2026-07-18
INV000726,PRD-00726,W02,WH_SAO_PAULO,132,26,262,52,2,0.4981,3.93,2026-07-23
INV000727,PRD-00727,W01,WH_BAHIA,106,13,135,27,11,0.2206,1.65,2026-08-02
INV000728,PRD-00728,W01,WH_SAO_PAULO,199,28,286,57,2,0.3066,3.12,2026-07-28
INV000729,PRD-00729,W01,WH_RIO,258,38,380,76,7,0.3228,5.0,2026-07-20
INV000730,PRD-00730,W03,WH_BAHIA,486,60,603,120,10,0.1954,6.88,2026-07-21
INV000731,PRD-00731,W02,WH_MINAS,337,39,390,78,9,0.1381,4.94,2026-07-29
INV000732,PRD-00732,W02,WH_SAO_PAULO,206,31,313,62,10,0.3439,3.5,2026-07-31
INV000733,PRD-00733,W03,WH_MINAS,144,27,274,54,5,0.4764,3.78,2026-07-12
INV000734,PRD-00734,W03,WH_BAHIA,424,49,499,99,9,0.152,6.57,2026-07-27
INV000735,PRD-00735,W03,WH_SAO_PAULO,257,36,365,73,10,0.2978,3.84,2026-07-29
INV000736,PRD-00736,W01,WH_MINAS,429,50,502,100,12,0.1471,6.14,2026-07-10
INV000737,PRD-00737,W04,WH_SAO_PAULO,173,20,205,41,10,0.1602,2.58,2026-07-19
INV000738,PRD-00738,W02,WH_MINAS,252,28,289,57,2,0.131,3.44,2026-07-08
INV000739,PRD-00739,W03,WH_MINAS,246,45,454,90,13,0.4593,5.47,2026-08-02
INV000740,PRD-00740,W02,WH_RIO,133,17,178,35,10,0.257,2.09,2026-07-12
INV000741,PRD-00741,W04,WH_MINAS,176,22,223,44,5,0.2143,2.78,2026-07-09
INV000742,PRD-00742,W02,WH_MINAS,277,34,341,68,8,0.1901,4.69,2026-07-10
INV000743,PRD-00743,W04,WH_SAO_PAULO,275,56,568,113,10,0.5167,7.5,2026-07-18
INV000744,PRD-00744,W03,WH_RIO,561,64,649,129,12,0.1369,7.92,2026-08-01
INV000745,PRD-00745,W02,WH_BAHIA,206,23,232,46,6,0.1159,2.75,2026-07-25
INV000746,PRD-00746,W01,WH_RIO,224,39,398,79,7,0.4386,4.09,2026-07-12
INV000747,PRD-00747,W01,WH_MINAS,474,61,614,122,12,0.2293,7.26,2026-07-22
INV000748,PRD-00748,W02,WH_SAO_PAULO,311,50,500,100,11,0.3792,6.76,2026-08-03
INV000749,PRD-00749,W02,WH_BAHIA,181,38,384,76,11,0.5299,5.22,2026-07-15
INV000750,PRD-00750,W01,WH_SAO_PAULO,186,41,417,83,2,0.555,5.17,2026-07-10
INV000751,PRD-00751,W04,WH_SAO_PAULO,107,23,238,47,6,0.5523,2.47,2026-07-11
INV000752,PRD-00752,W04,WH_SAO_PAULO,201,30,300,60,9,0.3322,4.18,2026-07-31
INV000753,PRD-00753,W02,WH_SAO_PAULO,300,34,341,68,2,0.1228,4.14,2026-07-26
INV000754,PRD-00754,W01,WH_MINAS,292,32,329,65,13,0.1152,3.78,2026-07-18
INV000755,PRD-00755,W04,WH_SAO_PAULO,226,31,315,63,13,0.2848,3.53,2026-07-07
INV000756,PRD-00756,W04,WH_BAHIA,188,22,223,44,5,0.1607,2.36,2026-07-25
INV000757,PRD-00757,W04,WH_SAO_PAULO,338,61,616,123,3,0.4522,6.92,2026-07-26
INV000758,PRD-00758,W04,WH_MINAS,240,36,362,72,8,0.3388,3.66,2026-07-12
INV000759,PRD-00759,W02,WH_BAHIA,295,33,330,66,3,0.1088,3.94,2026-07-12
INV000760,PRD-00760,W04,WH_SAO_PAULO,162,19,195,39,10,0.1735,2.26,2026-07-21
INV000761,PRD-00761,W03,WH_RIO,190,44,440,88,11,0.5692,5.58,2026-07-09
INV000762,PRD-00762,W03,WH_BAHIA,114,25,256,51,10,0.5564,2.67,2026-08-02
INV000763,PRD-00763,W02,WH_SAO_PAULO,172,26,262,52,11,0.346,3.62,2026-08-01
INV000764,PRD-00764,W03,WH_SAO_PAULO,157,29,294,58,12,0.4678,4.25,2026-08-01
INV000765,PRD-00765,W03,WH_MINAS,397,48,488,97,2,0.1881,5.94,2026-08-02
INV000766,PRD-00766,W02,WH_SAO_PAULO,266,42,424,84,12,0.3741,5.55,2026-07-09
INV000767,PRD-00767,W01,WH_MINAS,88,15,156,31,5,0.4395,1.43,2026-07-15
INV000768,PRD-00768,W04,WH_MINAS,293,60,606,121,11,0.5173,6.85,2026-07-10
INV000769,PRD-00769,W02,WH_MINAS,201,40,404,80,9,0.5037,4.56,2026-07-24
INV000770,PRD-00770,W01,WH_RIO,266,39,397,79,2,0.3317,5.16,2026-07-15
INV000771,PRD-00771,W01,WH_MINAS,152,23,236,47,12,0.3586,3.15,2026-07-24
INV000772,PRD-00772,W02,WH_RIO,301,54,549,109,10,0.4527,6.28,2026-07-12
INV000773,PRD-00773,W04,WH_SAO_PAULO,232,35,351,70,4,0.3409,4.55,2026-07-17
INV000774,PRD-00774,W04,WH_RIO,165,26,269,53,3,0.3889,3.8,2026-08-03
INV000775,PRD-00775,W03,WH_MINAS,133,18,180,36,2,0.2652,2.8,2026-07-25
INV000776,PRD-00776,W04,WH_MINAS,180,33,332,66,13,0.4595,4.4,2026-07-20
INV000777,PRD-00777,W03,WH_RIO,281,58,584,116,7,0.5197,7.34,2026-07-27
INV000778,PRD-00778,W03,WH_BAHIA,116,26,269,53,8,0.5704,3.24,2026-07-31
INV000779,PRD-00779,W03,WH_BAHIA,120,17,174,34,4,0.3143,2.85,2026-07-13
INV000780,PRD-00780,W03,WH_RIO,124,28,285,57,5,0.5664,3.39,2026-07-24
INV000781,PRD-00781,W03,WH_SAO_PAULO,175,26,267,53,5,0.347,3.33,2026-07-16
INV000782,PRD-00782,W01,WH_BAHIA,206,37,376,75,11,0.4536,4.74,2026-07-21
INV000783,PRD-00783,W02,WH_BAHIA,171,23,230,46,6,0.2597,2.29,2026-07-15
INV000784,PRD-00784,W01,WH_BAHIA,148,25,254,50,4,0.4196,2.43,2026-07-26
INV000785,PRD-00785,W02,WH_SAO_PAULO,138,18,189,37,4,0.2737,1.85,2026-07-10
INV000786,PRD-00786,W04,WH_SAO_PAULO,225,44,446,89,4,0.4966,5.44,2026-07-17
INV000787,PRD-00787,W01,WH_BAHIA,135,26,264,52,11,0.4906,3.64,2026-07-19
INV000788,PRD-00788,W03,WH_SAO_PAULO,114,24,245,49,7,0.5366,3.4,2026-07-13
INV000789,PRD-00789,W03,WH_BAHIA,373,55,551,110,6,0.3243,7.16,2026-07-15
INV000790,PRD-00790,W02,WH_MINAS,532,62,629,125,7,0.1556,7.76,2026-07-27
INV000791,PRD-00791,W03,WH_BAHIA,213,47,477,95,4,0.5544,5.63,2026-07-07
INV000792,PRD-00792,W02,WH_SAO_PAULO,334,59,597,119,7,0.4415,7.02,2026-07-11
INV000793,PRD-00793,W04,WH_BAHIA,219,52,523,104,2,0.5821,6.15,2026-07-19
INV000794,PRD-00794,W03,WH_RIO,259,31,317,63,8,0.1855,3.61,2026-07-07
INV000795,PRD-00795,W03,WH_BAHIA,116,20,205,41,10,0.4369,2.64,2026-08-04
INV000796,PRD-00796,W02,WH_BAHIA,179,27,277,55,11,0.3561,3.44,2026-07-23
INV000797,PRD-00797,W02,WH_BAHIA,159,25,256,51,3,0.3813,3.46,2026-07-17
INV000798,PRD-00798,W04,WH_SAO_PAULO,296,45,458,91,2,0.3551,6.12,2026-07-12
INV000799,PRD-00799,W03,WH_SAO_PAULO,297,33,338,67,13,0.1239,4.76,2026-07-14
INV000800,PRD-00800,W03,WH_RIO,107,14,144,28,13,0.2621,2.32,2026-07-12
INV000801,PRD-00801,W01,WH_SAO_PAULO,194,27,277,55,2,0.3022,2.95,2026-07-28
INV000802,PRD-00802,W04,WH_RIO,109,18,181,36,6,0.4011,1.66,2026-07-31
INV000803,PRD-00803,W02,WH_RIO,265,33,333,66,2,0.2066,3.92,2026-07-14
INV000804,PRD-00804,W01,WH_SAO_PAULO,468,55,556,111,9,0.1598,7.23,2026-07-15
INV000805,PRD-00805,W04,WH_MINAS,135,21,210,42,11,0.3602,2.75,2026-07-16
INV000806,PRD-00806,W01,WH_RIO,420,62,624,124,10,0.328,6.87,2026-07-17
INV000807,PRD-00807,W02,WH_MINAS,265,34,349,69,9,0.2429,4.89,2026-07-07
INV000808,PRD-00808,W01,WH_RIO,322,45,457,91,9,0.2969,6.06,2026-08-03
INV000809,PRD-00809,W03,WH_SAO_PAULO,127,24,241,48,4,0.4752,3.45,2026-07-14
INV000810,PRD-00810,W04,WH_BAHIA,231,35,356,71,6,0.3529,4.76,2026-07-16
INV000811,PRD-00811,W01,WH_SAO_PAULO,506,62,623,124,10,0.1891,7.08,2026-08-03
INV000812,PRD-00812,W04,WH_RIO,456,58,581,116,10,0.2165,6.53,2026-07-30
INV000813,PRD-00813,W01,WH_RIO,228,36,363,72,5,0.3736,4.91,2026-08-02
INV000814,PRD-00814,W02,WH_RIO,146,32,323,64,9,0.5494,4.18,2026-07-28
INV000815,PRD-00815,W01,WH_SAO_PAULO,250,37,376,75,10,0.3369,4.1,2026-07-23
INV000816,PRD-00816,W04,WH_RIO,217,42,421,84,9,0.4858,4.4,2026-07-31
INV000817,PRD-00817,W01,WH_MINAS,300,65,657,131,8,0.5441,7.78,2026-07-25
INV000818,PRD-00818,W04,WH_SAO_PAULO,225,26,262,52,7,0.1445,3.55,2026-08-03
INV000819,PRD-00819,W04,WH_BAHIA,148,25,254,50,2,0.4196,3.48,2026-08-01
INV000820,PRD-00820,W01,WH_MINAS,213,30,309,61,12,0.3129,4.07,2026-07-20
INV000821,PRD-00821,W02,WH_SAO_PAULO,120,20,206,41,10,0.4203,1.96,2026-07-19
INV000822,PRD-00822,W01,WH_BAHIA,299,46,464,92,3,0.357,6.11,2026-08-04
INV000823,PRD-00823,W02,WH_SAO_PAULO,73,16,169,33,8,0.5706,1.41,2026-07-20
INV000824,PRD-00824,W02,WH_SAO_PAULO,571,67,675,135,4,0.1553,8.62,2026-07-28
INV000825,PRD-00825,W01,WH_RIO,154,38,381,76,6,0.5969,4.34,2026-07-17
INV000826,PRD-00826,W01,WH_MINAS,233,47,479,95,2,0.5146,6.42,2026-07-07
INV000827,PRD-00827,W04,WH_MINAS,106,14,145,29,7,0.274,2.26,2026-07-22
INV000828,PRD-00828,W03,WH_BAHIA,272,49,490,98,10,0.446,6.45,2026-07-14
INV000829,PRD-00829,W04,WH_SAO_PAULO,222,42,425,85,13,0.4789,5.53,2026-07-09
INV000830,PRD-00830,W04,WH_BAHIA,275,44,445,89,6,0.3834,4.78,2026-08-02
INV000831,PRD-00831,W01,WH_RIO,251,33,337,67,3,0.2574,3.9,2026-07-27
INV000832,PRD-00832,W02,WH_SAO_PAULO,324,52,524,104,8,0.3829,6.46,2026-07-23
